champion1,champion2,champion3,games,wins,win_rate
Shyvana,Sona,Vex,1,0,0.0
Dr. Mundo,Sona,Lux,1,1,100.0
Nocturne,Braum,LeBlanc,2,0,0.0
Volibear,Galio,Viktor,4,0,0.0
Dr. Mundo,Janna,Aurora,4,0,0.0
Belveth,Twisted Fate,Galio,3,3,100.0
Trundle,Gragas,Aurelion Sol,2,2,100.0
Nasus,Alistar,Ziggs,1,1,100.0
Dr. Mundo,Rell,Malzahar,1,0,0.0
Volibear,Thresh,Gangplank,3,3,100.0
Nocturne,Leona,Ahri,1,0,0.0
Ivern,Alistar,Naafiri,2,0,0.0
Olaf,Bard,Syndra,1,1,100.0
Dr. Mundo,Janna,LeBlanc,1,1,100.0
Maokai,Rakan,Taliyah,1,0,0.0
Volibear,Karma,Dr. Mundo,1,0,0.0
Trundle,Veigar,Katarina,1,1,100.0
Taliyah,Rakan,Sion,1,1,100.0
Graves,Shaco,Hwei,1,0,0.0
Ekko,Nidalee,Zed,1,1,100.0
Lillia,Karma,Nasus,2,2,100.0
Brand,Nautilus,LeBlanc,1,0,0.0
Nocturne,Rumble,Tristana,1,1,100.0
Pantheon,Lux,Brand,1,1,100.0
Shyvana,Poppy,Taliyah,1,1,100.0
Karthus,Elise,Cassiopeia,2,0,0.0
Trundle,Lux,Ahri,1,1,100.0
Naafiri,Pantheon,Gwen,1,0,0.0
Xin Zhao,Zac,Galio,2,2,100.0
Udyr,Rell,Nocturne,1,0,0.0
Taliyah,Zilean,Zac,1,1,100.0
Diana,Rell,Zeri,6,0,0.0
Volibear,Gragas,Syndra,5,5,100.0
Jarvan IV,Poppy,Taliyah,1,0,0.0
Brand,Alistar,Olaf,4,0,0.0
Teemo,Nautilus,Ryze,1,1,100.0
Teemo,Lulu,Brand,2,0,0.0
Dr. Mundo,Sona,Ekko,1,1,100.0
Trundle,Seraphine,Ziggs,3,3,100.0
Nidalee,Lulu,Pantheon,3,0,0.0
Qiyana,Nautilus,Aurelion Sol,1,0,0.0
Poppy,Leona,Orianna,4,4,100.0
Ivern,Alistar,Orianna,4,0,0.0
Ekko,Blitzcrank,Azir,1,1,100.0
Karthus,Rell,Corki,2,0,0.0
Wukong,Janna,LeBlanc,2,2,100.0
Rengar,Swain,Aurora,1,1,100.0
Dr. Mundo,Thresh,Malzahar,2,0,0.0
Trundle,Renata,Tristana,2,2,100.0
Talon,Alistar,Corki,1,0,0.0
Volibear,Sylas,Zilean,1,0,0.0
Ekko,Karma,Ambessa,1,0,0.0
Darius,Nautilus,Azir,2,2,100.0
Udyr,Yuumi,Viktor,3,3,100.0
Kayn,Bard,Annie,3,0,0.0
Ivern,Zac,Taliyah,2,2,100.0
Lee Sin,Fiddlesticks,Tristana,3,0,0.0
Dr. Mundo,Taric,Katarina,1,0,0.0
Wukong,Blitzcrank,Syndra,1,1,100.0
Trundle,Neeko,Mel,4,0,0.0
Trundle,Rell,Gragas,4,4,100.0
Olaf,Bard,Shen,4,0,0.0
Volibear,Rell,Morgana,1,0,0.0
Nidalee,Karma,Varus,1,1,100.0
Nidalee,Leona,Syndra,2,2,100.0
Udyr,Senna,Sejuani,3,0,0.0
Ivern,Taric,Ryze,3,3,100.0
Rengar,Neeko,Garen,2,0,0.0
Shaco,Neeko,Taliyah,3,3,100.0
Hecarim,Poppy,Zoe,4,4,100.0
Nidalee,Pyke,Renekton,2,0,0.0
Olaf,Senna,Lux,1,1,100.0
Ekko,Nidalee,Corki,1,1,100.0
Udyr,Mel,Jayce,1,0,0.0
Jax,Alistar,Jayce,1,0,0.0
Talon,Blitzcrank,Zed,1,0,0.0
Kayn,Galio,Ryze,2,2,100.0
Olaf,Alistar,Viktor,2,0,0.0
Olaf,Blitzcrank,Ryze,3,3,100.0
Rengar,Senna,Hwei,1,1,100.0
Olaf,Rakan,Orianna,4,0,0.0
Trundle,Nautilus,Smolder,3,0,0.0
Volibear,Karma,Xerath,3,3,100.0
Wukong,Nidalee,Orianna,2,2,100.0
Udyr,Bard,Malphite,2,2,100.0
Pantheon,Bard,Olaf,1,0,0.0
Olaf,Sona,Ryze,1,1,100.0
Pantheon,Nidalee,Zed,1,1,100.0
Teemo,Bard,Kassadin,1,1,100.0
Udyr,Leona,Zac,4,0,0.0
Wukong,Anivia,Viego,1,0,0.0
Pantheon,Nami,Olaf,1,1,100.0
Olaf,Yuumi,Ryze,1,1,100.0
Taliyah,Nautilus,KSante,1,0,0.0
Belveth,Nidalee,Zed,2,0,0.0
Taliyah,Blitzcrank,Olaf,1,1,100.0
Wukong,Zilean,Aurora,3,0,0.0
Olaf,Karma,Mel,2,0,0.0
Udyr,Braum,Ryze,2,2,100.0
Vi,LeBlanc,Vex,1,0,0.0
Olaf,Elise,Taliyah,1,1,100.0
Hecarim,Braum,Yone,1,1,100.0
Pantheon,Senna,Jax,1,1,100.0
Udyr,Sona,Qiyana,1,0,0.0
Shaco,Leona,Smolder,1,1,100.0
Trundle,Braum,Olaf,1,0,0.0
Karthus,Singed,Tristana,2,0,0.0
Belveth,Rell,Ziggs,1,0,0.0
Pantheon,Senna,Kled,1,1,100.0
Jarvan IV,Vex,Soraka,1,1,100.0
Olaf,Elise,Aurora,1,0,0.0
Udyr,Renata,Vex,1,1,100.0
Qiyana,Taric,Azir,1,0,0.0
Graves,Alistar,Ahri,1,1,100.0
Wukong,Karma,Cassiopeia,3,3,100.0
Teemo,Braum,Swain,3,0,0.0
Pantheon,Senna,Galio,3,0,0.0
Dr. Mundo,Janna,Zilean,3,3,100.0
Udyr,Alistar,VelKoz,1,1,100.0
Pantheon,Alistar,Swain,1,0,0.0
Elise,Lulu,Taliyah,3,0,0.0
Zyra,Lee Sin,Orianna,1,1,100.0
Pantheon,Heimerdinger,Twisted Fate,1,0,0.0
Taliyah,Pantheon,Hwei,2,2,100.0
Belveth,Rell,Sylas,1,0,0.0
Elise,Bard,Kayle,1,1,100.0
Dr. Mundo,Soraka,Ryze,1,0,0.0
Olaf,Soraka,Zoe,1,1,100.0
Sion,Karma,Akali,1,0,0.0
Udyr,Nidalee,Galio,2,2,100.0
Vi,Rell,Smolder,4,2,50.0
Pantheon,Nidalee,Twisted Fate,4,0,0.0
Viego,Senna,Pantheon,1,0,0.0
Vi,Braum,Akshan,3,0,0.0
Belveth,Janna,Swain,2,2,100.0
Pantheon,LeBlanc,Ryze,1,0,0.0
Lee Sin,Nautilus,Quinn,1,1,100.0
Trundle,Nami,Rammus,3,3,100.0
Talon,Nautilus,Cassiopeia,1,0,0.0
Volibear,Elise,Taliyah,1,0,0.0
Briar,Nami,Twisted Fate,1,1,100.0
Pantheon,Pyke,VelKoz,1,0,0.0
Diana,Rell,Aurelion Sol,1,0,0.0
Xin Zhao,Janna,Ryze,3,1,33.33
Karthus,Leona,Sylas,1,0,0.0
Viego,LeBlanc,Corki,2,2,100.0
Naafiri,Janna,Syndra,1,0,0.0
Diana,Fiora,Tryndamere,1,1,100.0
Pantheon,Nidalee,Riven,1,0,0.0
KhaZix,Rammus,Mel,2,0,0.0
Zyra,Sona,Corki,1,0,0.0
Elise,Rell,Viktor,1,1,100.0
Shaco,Taric,Smolder,2,2,100.0
Sejuani,Karma,Taliyah,2,0,0.0
Olaf,Pyke,Azir,1,1,100.0
Jarvan IV,Poppy,Zilean,1,1,100.0
Udyr,Karma,Tristana,1,0,0.0
Kindred,Sona,Sion,1,1,100.0
Pantheon,Blitzcrank,Orianna,2,2,100.0
KhaZix,Shen,Hwei,4,0,0.0
Karthus,Pyke,Ahri,1,1,100.0
Karthus,Rell,Katarina,2,1,50.0
Naafiri,Nidalee,Cassiopeia,1,0,0.0
Ivern,Pantheon,Malphite,1,1,100.0
Lillia,Nautilus,Garen,1,1,100.0
Xin Zhao,Senna,Tristana,1,0,0.0
Maokai,Rakan,Viktor,1,0,0.0
Zed,Poppy,Orianna,2,2,100.0
Ivern,Alistar,Hwei,1,0,0.0
Xin Zhao,Bard,Swain,1,1,100.0
Rumble,Pyke,Yone,3,0,0.0
Viego,Elise,Yone,1,1,100.0
Ivern,Karthus,Nasus,2,2,100.0
Hecarim,Twitch,Sylas,3,3,100.0
Kindred,Lulu,Aurelion Sol,1,0,0.0
Poppy,Neeko,Vladimir,1,1,100.0
Nidalee,Nautilus,Ornn,1,0,0.0
Elise,Thresh,Corki,1,1,100.0
Viego,Poppy,Kayle,1,0,0.0
Naafiri,Rell,Kayle,4,3,75.0
Dr. Mundo,Senna,Mel,2,0,0.0
Wukong,Leona,Vex,1,0,0.0
Nunu & Willump,Pantheon,Sylas,1,0,0.0
Karthus,Thresh,Akali,3,3,100.0
Volibear,Janna,Smolder,1,0,0.0
Nocturne,Nami,Jayce,1,1,100.0
Amumu,Rell,Ekko,1,1,100.0
Vi,Pyke,Ryze,2,0,0.0
Lee Sin,Nidalee,Sylas,1,1,100.0
Talon,Bard,Cassiopeia,3,3,100.0
Nocturne,Rakan,Cassiopeia,2,0,0.0
Ivern,Elise,Qiyana,1,1,100.0
Viego,Camille,Morgana,4,0,0.0
Ivern,Zilean,Ekko,4,4,100.0
Ivern,Rell,Gragas,1,0,0.0
Gwen,Nidalee,Irelia,1,0,0.0
Shyvana,Leona,Qiyana,1,1,100.0
Ivern,Lux,Ahri,1,0,0.0
Ekko,Alistar,Kayle,1,1,100.0
Nidalee,Mel,Katarina,1,0,0.0
Hecarim,Rakan,Zilean,1,0,0.0
Xin Zhao,Xerath,Ryze,1,0,0.0
Qiyana,Nautilus,Orianna,1,0,0.0
Teemo,Lulu,Twisted Fate,1,1,100.0
Kayn,Janna,Xerath,2,2,100.0
Ivern,Bard,Azir,2,0,0.0
Zed,Veigar,Riven,1,1,100.0
Reksai,Soraka,Aurora,1,0,0.0
Elise,Sylas,Yasuo,1,0,0.0
Xin Zhao,Rakan,Ziggs,2,0,0.0
Nocturne,Veigar,Viktor,1,0,0.0
Master Yi,Ivern,Gangplank,1,0,0.0
Taliyah,Leona,Graves,2,0,0.0
Reksai,Bard,Hwei,1,0,0.0
Rengar,Taric,Ryze,1,1,100.0
Viego,Nautilus,Ornn,3,3,100.0
Trundle,Alistar,Irelia,2,0,0.0
Trundle,Senna,Katarina,1,0,0.0
Poppy,Leona,Neeko,1,1,100.0
Trundle,Bard,Akshan,1,0,0.0
Reksai,Senna,Zoe,1,1,100.0
Talon,Rell,Anivia,1,0,0.0
Evelynn,Elise,Ezreal,2,0,0.0
Xin Zhao,Rell,Zeri,2,2,100.0
Darius,Rell,Swain,2,2,100.0
Olaf,Bard,Viktor,2,2,100.0
Olaf,Lulu,Akali,1,0,0.0
Zyra,Rell,KSante,1,0,0.0
Karthus,Janna,Ambessa,2,2,100.0
Nidalee,VelKoz,Zed,1,1,100.0
Belveth,Rell,Zilean,1,0,0.0
Xin Zhao,Neeko,Ornn,1,1,100.0
Nunu & Willump,Poppy,Orianna,1,1,100.0
Nidalee,Bard,Quinn,1,1,100.0
Xin Zhao,Nami,VelKoz,1,0,0.0
Naafiri,Brand,Azir,1,0,0.0
Lillia,Alistar,Akali,1,1,100.0
Evelynn,Rell,Taliyah,1,1,100.0
Poppy,Janna,Taliyah,1,0,0.0
Ekko,Rakan,Jax,1,0,0.0
Lee Sin,Pantheon,Anivia,1,0,0.0
Nidalee,Blitzcrank,Zed,1,0,0.0
Viego,Mel,Master Yi,1,1,100.0
Hecarim,Seraphine,Yone,1,1,100.0
Shaco,Vex,Orianna,3,0,0.0
Viego,Janna,Tristana,2,1,50.0
KhaZix,Rell,Brand,1,0,0.0
Karthus,Nautilus,Lucian,2,0,0.0
Viego,Rell,Warwick,1,1,100.0
Lee Sin,Elise,Tristana,1,0,0.0
Viego,Renata,Syndra,1,0,0.0
Volibear,Zilean,Fizz,1,1,100.0
Hecarim,Elise,Orianna,1,0,0.0
Trundle,Neeko,Twisted Fate,1,0,0.0
Pantheon,Nautilus,Karma,1,1,100.0
Kayn,Sona,LeBlanc,2,0,0.0
Belveth,Sona,Olaf,1,0,0.0
Zac,Gragas,Syndra,2,2,100.0
Maokai,Alistar,Yasuo,1,0,0.0
Kayn,Rakan,Gragas,1,1,100.0
Lee Sin,Bard,Swain,1,0,0.0
Shaco,Alistar,Garen,1,1,100.0
Shaco,Bard,Ekko,1,1,100.0
Dr. Mundo,Sona,Xerath,2,2,100.0
Lee Sin,Renata,Orianna,2,0,0.0
Olaf,Lulu,Annie,1,1,100.0
Shyvana,Neeko,Katarina,3,3,100.0
Udyr,Pyke,Lux,1,0,0.0
Ivern,Alistar,Qiyana,1,0,0.0
Talon,Nidalee,Zed,1,1,100.0
Qiyana,Blitzcrank,Aurelion Sol,1,1,100.0
Elise,Lux,Viktor,1,1,100.0
Sejuani,Amumu,Akali,1,0,0.0
Ezreal,Karma,Sylas,3,0,0.0
Shyvana,Leona,Zed,1,0,0.0
Trundle,Renata,Swain,2,2,100.0
Ivern,Blitzcrank,Mel,2,0,0.0
Skarner,Lulu,Syndra,2,2,100.0
Dr. Mundo,Rell,Orianna,1,1,100.0
Nunu & Willump,Soraka,Jayce,2,0,0.0
Hecarim,Karma,Zoe,1,0,0.0
Trundle,Zilean,Galio,1,1,100.0
Reksai,Lulu,Mel,1,0,0.0
Rengar,Seraphine,Ryze,1,1,100.0
Rammus,Karma,Aurora,1,0,0.0
Naafiri,Milio,VelKoz,1,0,0.0
Nocturne,Rakan,Xerath,1,1,100.0
Zyra,Rell,Jayce,1,1,100.0
Taliyah,Rell,Kassadin,1,0,0.0
Jarvan IV,Soraka,Xerath,1,0,0.0
Lee Sin,Elise,Ekko,3,1,33.33
Nidalee,Taric,Warwick,1,1,100.0
Pantheon,Fiddlesticks,Ahri,1,1,100.0
Poppy,Janna,Brand,1,0,0.0
Ekko,Pantheon,Jayce,2,2,100.0
Naafiri,Soraka,Katarina,2,1,50.0
Hecarim,Leona,Corki,1,1,100.0
Pantheon,Taric,Viktor,1,0,0.0
Viego,Nidalee,Irelia,1,0,0.0
Poppy,Senna,Akali,1,1,100.0
Vi,Bard,Tristana,1,1,100.0
Poppy,Leona,Fizz,1,1,100.0
Trundle,Lux,Taliyah,1,0,0.0
Pantheon,Nidalee,Viktor,1,0,0.0
Belveth,Thresh,LeBlanc,1,1,100.0
Zyra,Sona,Hwei,1,0,0.0
Elise,Janna,Viktor,3,3,100.0
Elise,Rell,Tristana,4,3,75.0
Fiddlesticks,Blitzcrank,Lissandra,1,0,0.0
Zed,Veigar,Orianna,2,0,0.0
Viego,Pyke,Neeko,2,2,100.0
Kayle,Lux,Ahri,1,0,0.0
Shyvana,Milio,Annie,1,0,0.0
Lillia,Rakan,Kassadin,1,1,100.0
Hecarim,Janna,Annie,3,1,33.33
Zyra,Taric,LeBlanc,2,2,100.0
Trundle,Rell,Corki,1,1,100.0
Xin Zhao,Rell,Katarina,2,0,0.0
Viego,Rakan,KSante,1,1,100.0
Nidalee,Leona,Katarina,1,1,100.0
Karthus,Janna,Smolder,2,0,0.0
Rengar,Janna,Anivia,2,0,0.0
Gwen,Poppy,Yone,1,0,0.0
Shyvana,Lux,Azir,1,1,100.0
Kindred,Nautilus,Xerath,2,0,0.0
KhaZix,VelKoz,Yone,1,0,0.0
Jarvan IV,Rumble,LeBlanc,1,1,100.0
Udyr,Sylas,Galio,1,0,0.0
Shyvana,Thresh,Viktor,1,0,0.0
Lillia,Thresh,Smolder,1,0,0.0
Olaf,Elise,Cassiopeia,2,0,0.0
Trundle,Morgana,Azir,1,0,0.0
Lee Sin,Neeko,Gwen,3,3,100.0
Lee Sin,Nami,Jayce,1,1,100.0
Ekko,Yuumi,Camille,1,0,0.0
Olaf,Nami,Twisted Fate,2,2,100.0
Trundle,Sejuani,Zilean,2,2,100.0
Rengar,Yuumi,Naafiri,1,0,0.0
Olaf,Karma,Zed,1,1,100.0
Evelynn,Yuumi,Jayce,1,0,0.0
Xin Zhao,Fiddlesticks,Swain,1,0,0.0
Udyr,Bard,Katarina,3,1,33.33
Rengar,Bard,Aurelion Sol,3,1,33.33
Wukong,Rengar,Vladimir,1,0,0.0
Qiyana,Thresh,Vex,1,1,100.0
Teemo,Milio,Ahri,1,1,100.0
Trundle,Nautilus,Karma,3,0,0.0
Udyr,Nautilus,Naafiri,4,0,0.0
Volibear,Ekko,Akshan,4,4,100.0
Udyr,Gragas,Ezreal,4,0,0.0
Jarvan IV,Janna,Kassadin,5,4,80.0
Xin Zhao,Veigar,Katarina,1,0,0.0
Trundle,Nami,Naafiri,2,2,100.0
Sejuani,Poppy,Galio,2,0,0.0
Hecarim,Janna,Qiyana,3,2,66.67
Ekko,Sona,Lissandra,1,0,0.0
Nidalee,Rakan,Galio,1,1,100.0
Lee Sin,Rakan,Malphite,1,1,100.0
KhaZix,Elise,Ryze,2,2,100.0
Viego,Nami,Miss Fortune,1,0,0.0
Nunu & Willump,Pantheon,Corki,1,0,0.0
Naafiri,Pyke,Udyr,1,1,100.0
Xin Zhao,Poppy,Jax,1,1,100.0
Fiddlesticks,Alistar,Irelia,2,0,0.0
Poppy,Rell,VelKoz,1,1,100.0
Ivern,Bard,Gwen,1,0,0.0
Kindred,Morgana,Yone,1,1,100.0
Graves,Blitzcrank,Renekton,1,1,100.0
Nocturne,Alistar,Ambessa,1,0,0.0
Talon,Karma,Gragas,1,1,100.0
Xin Zhao,Pantheon,Irelia,3,0,0.0
Dr. Mundo,Zilean,Quinn,2,0,0.0
Diana,Zilean,Sion,2,2,100.0
Nidalee,Lulu,Varus,3,0,0.0
Shaco,Sona,Vladimir,1,0,0.0
Rengar,Elise,Ryze,3,2,66.67
Zac,Ornn,Malzahar,1,0,0.0
Nidalee,Janna,Irelia,2,2,100.0
Amumu,Nautilus,Orianna,1,1,100.0
Zyra,Pantheon,Hwei,1,1,100.0
Trundle,Sona,Orianna,1,0,0.0
Nunu & Willump,Lulu,Brand,2,2,100.0
Hecarim,Nidalee,Veigar,1,1,100.0
KhaZix,Rakan,Katarina,2,2,100.0
Master Yi,Nautilus,VelKoz,1,0,0.0
KhaZix,Nami,Fizz,1,0,0.0
Talon,Lux,Azir,1,0,0.0
Darius,Bard,Orianna,1,0,0.0
Elise,Lux,Corki,1,1,100.0
Poppy,Lulu,Orianna,1,1,100.0
Nidalee,VelKoz,Kayle,1,0,0.0
Talon,Janna,Viktor,1,0,0.0
Wukong,Camille,Sylas,1,1,100.0
Hecarim,Karma,Mordekaiser,1,0,0.0
Diana,Rell,Dr. Mundo,1,0,0.0
Pantheon,Syndra,Aatrox,2,0,0.0
Karthus,Galio,Naafiri,2,2,100.0
Pantheon,Pyke,LeBlanc,1,1,100.0
Taliyah,Maokai,Irelia,1,0,0.0
Karthus,Janna,Akali,1,1,100.0
Taliyah,Blitzcrank,Yone,1,0,0.0
Master Yi,Maokai,Cassiopeia,1,0,0.0
Naafiri,Lulu,Neeko,1,0,0.0
Nocturne,Rakan,Smolder,3,3,100.0
Sejuani,Taric,Cassiopeia,3,0,0.0
Udyr,Elise,Yorick,1,0,0.0
Rengar,Ornn,Syndra,1,1,100.0
Kindred,VelKoz,Sylas,1,1,100.0
Reksai,Shaco,Irelia,1,0,0.0
Dr. Mundo,Neeko,Orianna,1,0,0.0
Ekko,Rakan,Orianna,1,1,100.0
Reksai,Lux,Sylas,1,1,100.0
Elise,Bard,Twisted Fate,1,1,100.0
Maokai,Rell,Sylas,1,0,0.0
Xin Zhao,Rakan,Tryndamere,2,2,100.0
Zyra,Nautilus,Zed,1,0,0.0
Dr. Mundo,Yuumi,Tryndamere,2,0,0.0
Zed,Pyke,Taliyah,2,2,100.0
Lee Sin,Rakan,Malzahar,2,0,0.0
Hecarim,Braum,Jayce,2,0,0.0
Taliyah,Nautilus,Syndra,3,1,33.33
Jarvan IV,Leona,Tristana,1,0,0.0
Udyr,Neeko,Annie,1,1,100.0
Diana,Pyke,Taliyah,1,1,100.0
Udyr,Poppy,Fizz,2,1,50.0
Udyr,Bard,Xerath,2,2,100.0
Udyr,Elise,Seraphine,3,3,100.0
Mordekaiser,Alistar,Taliyah,1,0,0.0
Volibear,Gragas,Ryze,1,0,0.0
Talon,Pantheon,Cassiopeia,1,1,100.0
Udyr,Neeko,Ekko,2,2,100.0
Rengar,Bard,KSante,2,0,0.0
Udyr,Nautilus,Zoe,3,3,100.0
Udyr,Blitzcrank,Yunara,2,0,0.0
Udyr,Pantheon,Vex,2,2,100.0
Udyr,Blitzcrank,Karma,1,1,100.0
Nidalee,Pantheon,Ekko,1,0,0.0
Shyvana,Bard,Diana,1,0,0.0
Volibear,Pyke,Corki,1,1,100.0
Udyr,Leona,Darius,1,1,100.0
Udyr,Alistar,Aurora,2,2,100.0
Teemo,Rell,Taliyah,1,0,0.0
Ivern,Hwei,Annie,2,2,100.0
Udyr,Brand,Qiyana,1,0,0.0
Elise,Rell,LeBlanc,1,1,100.0
Mordekaiser,Rell,Quinn,1,1,100.0
Mordekaiser,Vex,Lissandra,1,1,100.0
Brand,Pantheon,Ornn,1,0,0.0
Poppy,Pyke,Yone,1,0,0.0
Zed,Pantheon,Veigar,3,0,0.0
KhaZix,Pyke,Vladimir,1,0,0.0
Skarner,Poppy,Twisted Fate,1,1,100.0
Talon,Maokai,Yone,1,0,0.0
Elise,Rell,Camille,1,1,100.0
Vi,Lee Sin,Ryze,1,1,100.0
Skarner,Poppy,Azir,1,0,0.0
Shyvana,Sona,Vladimir,1,1,100.0
Morgana,Janna,Zed,2,0,0.0
Ivern,Leona,Yone,6,3,50.0
Lillia,Nautilus,Tristana,3,0,0.0
Zac,Karma,Sion,1,1,100.0
Xin Zhao,Bard,Yone,3,3,100.0
Udyr,Mel,Akali,1,0,0.0
Poppy,Alistar,Zoe,2,2,100.0
Gwen,Neeko,Jayce,1,0,0.0
Zyra,Senna,Kassadin,1,0,0.0
Shaco,Neeko,Sylas,2,0,0.0
Jarvan IV,Milio,Malzahar,1,1,100.0
Viego,Vex,Annie,2,2,100.0
Belveth,Mel,Yasuo,2,0,0.0
Zac,Gragas,Azir,4,4,100.0
Karthus,Nautilus,Nasus,1,1,100.0
Xin Zhao,Lux,VelKoz,2,2,100.0
Master Yi,Thresh,Taliyah,1,0,0.0
Udyr,Nidalee,Ahri,3,3,100.0
Karthus,VelKoz,Lee Sin,1,1,100.0
Talon,Sona,Jax,1,1,100.0
Dr. Mundo,Neeko,Twisted Fate,1,0,0.0
Olaf,Thresh,Azir,1,0,0.0
Naafiri,Elise,Hwei,1,0,0.0
Sejuani,Nautilus,Diana,1,0,0.0
Nidalee,Elise,Ryze,1,1,100.0
Master Yi,Bard,Diana,1,1,100.0
Ekko,Shaco,Sylas,1,1,100.0
Nocturne,Mel,Ahri,1,1,100.0
Naafiri,Rell,Aurelion Sol,2,2,100.0
Nocturne,Poppy,Azir,1,0,0.0
Vi,Trundle,Ahri,1,0,0.0
Ezreal,Pantheon,Ahri,2,0,0.0
Naafiri,Nautilus,Zoe,1,1,100.0
Diana,Leona,Talon,1,0,0.0
Nunu & Willump,Janna,Gragas,1,1,100.0
Trundle,Milio,Ziggs,1,0,0.0
Belveth,Soraka,Gragas,1,1,100.0
Gwen,Janna,Zoe,1,1,100.0
Teemo,Senna,Lux,1,0,0.0
Kayn,Nidalee,LeBlanc,1,1,100.0
Talon,Elise,Singed,1,0,0.0
Rengar,Janna,VelKoz,1,1,100.0
Reksai,Lulu,Kennen,1,0,0.0
Pantheon,Janna,Akshan,2,1,50.0
Dr. Mundo,Janna,Syndra,1,1,100.0
Talon,Janna,Irelia,1,0,0.0
Dr. Mundo,Bard,Vex,1,1,100.0
Qiyana,Neeko,Aurora,2,0,0.0
Dr. Mundo,Rell,Mel,2,0,0.0
Trundle,Janna,Akshan,1,1,100.0
Nidalee,Janna,Corki,1,1,100.0
Diana,Bard,Tristana,1,0,0.0
Udyr,Lulu,Annie,1,1,100.0
Rengar,Bard,Annie,1,1,100.0
Rumble,Bard,Corki,1,1,100.0
Nidalee,Rakan,Smolder,1,0,0.0
Lee Sin,Nidalee,Ahri,1,0,0.0
Rengar,Bard,Zilean,1,1,100.0
Amumu,Poppy,Taliyah,1,0,0.0
Talon,Rakan,Syndra,1,1,100.0
Kayn,Maokai,Aurora,1,1,100.0
Kindred,Nautilus,Nidalee,1,1,100.0
Lee Sin,Camille,Yone,1,1,100.0
Kindred,Bard,Corki,1,0,0.0
Lee Sin,Camille,Ahri,1,0,0.0
Udyr,Elise,Master Yi,2,0,0.0
Udyr,Pantheon,Syndra,1,0,0.0
Olaf,Nautilus,Sylas,1,1,100.0
Xin Zhao,Maokai,Katarina,2,2,100.0
Elise,LeBlanc,Ambessa,2,0,0.0
Lee Sin,Elise,Corki,1,1,100.0
Ivern,Sona,Smolder,1,0,0.0
Xin Zhao,Bard,Dr. Mundo,1,0,0.0
Fiddlesticks,Sona,Cassiopeia,1,1,100.0
Naafiri,Pyke,Qiyana,1,0,0.0
Zyra,Bard,Jayce,1,1,100.0
Graves,Bard,Singed,1,1,100.0
Hecarim,Bard,Sion,1,1,100.0
Kindred,Taric,Fiora,1,0,0.0
Viego,Poppy,Aurelion Sol,1,0,0.0
Ivern,Gragas,Yasuo,2,0,0.0
Udyr,Rell,Illaoi,2,2,100.0
Trundle,Sona,Nidalee,1,0,0.0
Evelynn,Rell,Hwei,3,2,66.67
Nidalee,Poppy,Lucian,1,0,0.0
Zed,Hwei,Twisted Fate,1,0,0.0
Wukong,Rakan,Qiyana,1,1,100.0
Viego,Lux,Tryndamere,1,0,0.0
Viego,Pantheon,Orianna,2,1,50.0
Pantheon,Alistar,Xerath,1,0,0.0
Shaco,Pantheon,Mel,2,1,50.0
Xin Zhao,Alistar,Swain,1,1,100.0
Naafiri,Neeko,Xerath,2,0,0.0
Trundle,Ekko,Yone,1,0,0.0
Nasus,Rell,Ahri,1,1,100.0
Poppy,Rell,Lissandra,1,0,0.0
Olaf,VelKoz,Zilean,1,1,100.0
Olaf,Pyke,Galio,1,1,100.0
Pantheon,Lee Sin,Ryze,1,0,0.0
Diana,Rell,Viego,1,1,100.0
Naafiri,Milio,Ekko,1,0,0.0
Hecarim,Neeko,Vladimir,2,2,100.0
Vi,Senna,Yone,2,0,0.0
Skarner,Nami,Aurelion Sol,1,0,0.0
Naafiri,Elise,Akali,1,1,100.0
Zed,Poppy,Heimerdinger,3,0,0.0
Karthus,Heimerdinger,Pantheon,2,0,0.0
Naafiri,Senna,Chogath,1,0,0.0
Trundle,Sett,Syndra,1,1,100.0
Nidalee,Poppy,Galio,2,2,100.0
Olaf,Sona,Zoe,1,1,100.0
Kindred,Karma,Olaf,2,0,0.0
Ivern,Rakan,Tristana,1,1,100.0
Volibear,Neeko,Orianna,1,1,100.0
Olaf,Janna,Ryze,1,0,0.0
Xin Zhao,Nidalee,Taliyah,4,0,0.0
Xin Zhao,Senna,Irelia,2,0,0.0
Xin Zhao,Alistar,Qiyana,1,1,100.0
Pantheon,Nautilus,Elise,1,0,0.0
Jarvan IV,Shen,Akali,1,1,100.0
Xin Zhao,Shen,Ryze,2,2,100.0
Naafiri,Lulu,Irelia,1,0,0.0
Poppy,Milio,Syndra,1,1,100.0
Xin Zhao,Amumu,Naafiri,1,0,0.0
Jax,Poppy,Twisted Fate,1,1,100.0
Wukong,Taric,Viktor,3,3,100.0
Pantheon,Sylas,Sion,1,1,100.0
Elise,Sona,Qiyana,1,0,0.0
Jarvan IV,Sona,Aurelion Sol,1,0,0.0
Wukong,Shaco,Azir,2,2,100.0
Lillia,Pyke,Taliyah,2,0,0.0
Lee Sin,Elise,Mel,1,0,0.0
Rengar,Rell,Talon,1,0,0.0
Trundle,Alistar,Sion,1,1,100.0
Teemo,Rakan,Kassadin,1,1,100.0
Talon,Blitzcrank,Corki,1,0,0.0
Lee Sin,Sona,Sion,1,0,0.0
Viego,Bard,Mordekaiser,4,4,100.0
