champion1,champion2,games,wins,win_rate
Diana,Lucian,233,121,51.93
Xin Zhao,Samira,41,14,34.15
Kayn,Kaisa,454,221,48.68
Nunu & Willump,Nilah,26,13,50.0
Reksai,Yasuo,8,7,87.5
Rammus,Tristana,35,20,57.14
Kindred,Sivir,195,83,42.56
Lee Sin,Seraphine,79,35,44.3
Shaco,Tristana,89,42,47.19
Talon,Hwei,43,14,32.56
Xin Zhao,Kaisa,533,292,54.78
Wukong,Caitlyn,159,71,44.65
Master Yi,Sivir,180,95,52.78
Evelynn,Mel,13,2,15.38
Talon,Corki,174,126,72.41
Rammus,Ezreal,71,31,43.66
Taliyah,Jhin,67,30,44.78
Nidalee,Jayce,3,3,100.0
Taliyah,Smolder,40,13,32.5
Pantheon,Zyra,49,37,75.51
Zed,Caitlyn,194,99,51.03
Taliyah,Ezreal,58,22,37.93
Skarner,Senna,41,23,56.1
Ekko,Kalista,52,18,34.62
Evelynn,Sivir,54,30,55.56
Graves,Kaisa,205,99,48.29
Maokai,Lucian,63,33,52.38
Vi,Kalista,70,41,58.57
Gragas,Twitch,27,7,25.93
Gwen,Yunara,83,56,67.47
Xin Zhao,Heimerdinger,23,1,4.35
Lee Sin,Viktor,34,19,55.88
Briar,Xayah,31,12,38.71
Qiyana,Smolder,81,45,55.56
Volibear,Ashe,83,46,55.42
Diana,Jinx,164,97,59.15
Shaco,Caitlyn,91,46,50.55
Rammus,Twitch,34,21,61.76
Lee Sin,KogMaw,138,79,57.25
Udyr,Jhin,298,176,59.06
Pantheon,Karthus,128,74,57.81
Qiyana,Ashe,69,46,66.67
Graves,Yasuo,17,14,82.35
Viego,Viktor,35,15,42.86
Zac,Varus,95,43,45.26
Gragas,Yasuo,37,25,67.57
Talon,Samira,75,34,45.33
Talon,Zyra,34,21,61.76
Lee Sin,Xayah,239,130,54.39
Ekko,Cassiopeia,20,20,100.0
Viego,Smolder,467,229,49.04
Wukong,Xerath,20,17,85.0
Lillia,Ziggs,26,7,26.92
Pantheon,Vayne,155,89,57.42
Skarner,Ashe,35,15,42.86
Ekko,Ashe,205,111,54.15
Fiddlesticks,Corki,98,35,35.71
Amumu,Lucian,79,52,65.82
Jarvan IV,Caitlyn,317,175,55.21
Nocturne,Syndra,27,10,37.04
Wukong,Tristana,145,80,55.17
Elise,Xayah,38,15,39.47
Karthus,Varus,138,51,36.96
Dr. Mundo,Senna,139,60,43.17
Amumu,Ezreal,28,22,78.57
Fiddlesticks,Swain,10,4,40.0
KhaZix,Sivir,133,62,46.62
Jarvan IV,Swain,39,23,58.97
Volibear,Caitlyn,129,53,41.09
Shaco,Jinx,78,40,51.28
Wukong,Jhin,340,170,50.0
Volibear,Draven,93,40,43.01
Sejuani,KogMaw,24,17,70.83
Poppy,Varus,106,60,56.6
Gwen,Caitlyn,113,67,59.29
Udyr,Sivir,169,91,53.85
Wukong,Zeri,158,82,51.9
Zed,Zeri,243,85,34.98
Draven,Lucian,11,6,54.55
Qiyana,Yunara,154,96,62.34
Zed,Swain,40,18,45.0
Qiyana,Miss Fortune,48,29,60.42
Belveth,Azir,4,4,100.0
Karthus,Vayne,25,14,56.0
Qiyana,Caitlyn,62,39,62.9
Qiyana,Xayah,60,36,60.0
Kayn,Corki,126,66,52.38
Ivern,Yasuo,36,25,69.44
Vi,Karthus,54,26,48.15
Qiyana,Nilah,21,10,47.62
Volibear,Lux,31,22,70.97
Qiyana,Ziggs,69,33,47.83
Evelynn,Draven,28,11,39.29
Nocturne,Swain,37,15,40.54
Graves,Kled,3,3,100.0
Evelynn,Senna,54,12,22.22
Qiyana,Yasuo,6,4,66.67
Gwen,Karthus,13,10,76.92
Xin Zhao,Gwen,10,10,100.0
Jarvan IV,Nilah,77,41,53.25
Poppy,Yunara,150,79,52.67
Diana,Aphelios,163,81,49.69
Poppy,Aphelios,109,60,55.05
Sylas,Kaisa,45,21,46.67
Ekko,Xayah,168,78,46.43
Gwen,Mel,33,18,54.55
Zed,Hwei,70,26,37.14
Mordekaiser,Sivir,17,8,47.06
Kindred,Aphelios,214,115,53.74
Fiddlesticks,KogMaw,27,11,40.74
Evelynn,Twitch,21,8,38.1
Chogath,Draven,18,2,11.11
Nocturne,Karthus,62,41,66.13
Chogath,Vayne,9,8,88.89
Jarvan IV,KogMaw,210,127,60.48
Shyvana,Xayah,29,9,31.03
Skarner,Corki,46,23,50.0
Master Yi,Tristana,126,66,52.38
Zac,Senna,90,49,54.44
Ekko,Draven,135,78,57.78
Ekko,Viktor,14,5,35.71
Kayn,Aphelios,240,105,43.75
Naafiri,Zyra,7,6,85.71
Udyr,Draven,69,38,55.07
Zac,Corki,74,43,58.11
Chogath,Ziggs,8,8,100.0
Jax,Jinx,41,13,31.71
KSante,Mel,5,0,0.0
Nidalee,Smolder,101,49,48.51
Nidalee,Neeko,5,0,0.0
Vi,Swain,34,14,41.18
Ambessa,KogMaw,27,22,81.48
Jax,Lucian,106,61,57.55
Kindred,Smolder,115,66,57.39
Kayn,Swain,29,16,55.17
Kayn,Urgot,1,1,100.0
Talon,Azir,9,0,0.0
Jarvan IV,Azir,12,11,91.67
Talon,Heimerdinger,10,9,90.0
Graves,Ezreal,160,79,49.38
Sejuani,Senna,42,19,45.24
Maokai,Draven,11,6,54.55
Pantheon,Urgot,8,7,87.5
Karthus,Sivir,99,36,36.36
Sejuani,Zeri,47,26,55.32
Jax,Ezreal,77,48,62.34
Olaf,Smolder,30,10,33.33
Poppy,Senna,79,42,53.16
Nidalee,Hwei,22,5,22.73
Brand,Corki,15,3,20.0
Nidalee,Yunara,256,152,59.38
Viego,Sylas,1,0,0.0
Jax,Kaisa,126,58,46.03
Shyvana,Ezreal,40,11,27.5
Jayce,Yunara,10,10,100.0
Viego,Ziggs,288,155,53.82
Gwen,Jhin,145,78,53.79
Zac,Xayah,45,34,75.56
Maokai,Sivir,20,10,50.0
Skarner,Kaisa,77,37,48.05
Wukong,Ashe,150,66,44.0
Wukong,Jinx,226,104,46.02
Sejuani,Karthus,14,0,0.0
Karthus,Yasuo,26,7,26.92
Zed,Seraphine,70,29,41.43
Zed,Yasuo,54,35,64.81
Rengar,Ziggs,45,26,57.78
Udyr,Yunara,179,77,43.02
Hecarim,Twitch,93,57,61.29
Evelynn,Kaisa,92,38,41.3
Tryndamere,Senna,5,0,0.0
Jax,Twitch,34,24,70.59
Poppy,Xayah,55,31,56.36
Nidalee,KogMaw,58,23,39.66
Ambessa,Aphelios,41,25,60.98
Ambessa,Lucian,52,24,46.15
Briar,Sivir,50,25,50.0
Ekko,Urgot,14,6,42.86
Volibear,Karthus,42,19,45.24
Wukong,Viktor,21,21,100.0
Talon,Xayah,103,48,46.6
Graves,Vayne,50,20,40.0
Ivern,Zeri,97,43,44.33
Kayn,Smolder,205,122,59.51
Dr. Mundo,Lucian,187,96,51.34
Ivern,Syndra,8,7,87.5
Karthus,Lux,7,4,57.14
Ivern,Xayah,63,32,50.79
Vi,Neeko,2,2,100.0
Naafiri,Karthus,47,23,48.94
Fiddlesticks,Yasuo,30,9,30.0
Talon,Miss Fortune,121,70,57.85
Hecarim,Miss Fortune,124,52,41.94
Jarvan IV,Jayce,8,0,0.0
Lillia,Smolder,113,65,57.52
Udyr,Caitlyn,107,44,41.12
Kayn,Xayah,105,54,51.43
Naafiri,Kaisa,318,144,45.28
Skarner,Tristana,43,16,37.21
Lillia,Lucian,187,94,50.27
Naafiri,Kled,3,3,100.0
Jax,Aphelios,59,25,42.37
Nocturne,Xayah,82,49,59.76
Ivern,Twitch,57,40,70.18
Dr. Mundo,Ezreal,216,106,49.07
Vi,Aphelios,241,121,50.21
Talon,KogMaw,61,38,62.3
Udyr,Ezreal,314,162,51.59
Diana,Tristana,134,74,55.22
Kayn,Jhin,374,195,52.14
Ivern,Miss Fortune,82,24,29.27
Karthus,Corki,101,69,68.32
Zac,Vayne,51,27,52.94
Diana,Varus,130,49,37.69
Talon,Ziggs,94,32,34.04
Zac,Yasuo,34,15,44.12
Dr. Mundo,Caitlyn,81,37,45.68
Talon,Seraphine,64,38,59.38
Evelynn,Corki,40,27,67.5
Diana,Jhin,227,87,38.33
Talon,Draven,111,54,48.65
Pantheon,Veigar,43,19,44.19
Trundle,Yasuo,39,11,28.21
Elise,Ashe,67,36,53.73
Viego,KogMaw,174,98,56.32
Rengar,Aphelios,136,56,41.18
Teemo,Zeri,8,3,37.5
Rammus,Samira,16,6,37.5
Lillia,Aphelios,123,52,42.28
Viego,Neeko,5,5,100.0
Rengar,Ashe,108,50,46.3
Rengar,Sivir,154,77,50.0
Zed,Corki,252,95,37.7
Nidalee,Xayah,95,48,50.53
Pantheon,Ziggs,178,82,46.07
Ambessa,Lux,12,6,50.0
Sejuani,Tristana,48,17,35.42
Rammus,Varus,60,28,46.67
Kayn,Tristana,185,94,50.81
Mordekaiser,Caitlyn,4,2,50.0
Ivern,Swain,8,5,62.5
Xin Zhao,Draven,126,64,50.79
Nocturne,Kled,3,0,0.0
Pantheon,KogMaw,150,68,45.33
Evelynn,Kled,1,1,100.0
Master Yi,Draven,53,8,15.09
Fiddlesticks,Senna,55,28,50.91
Zac,Samira,25,9,36.0
Graves,Miss Fortune,77,38,49.35
Shaco,Veigar,9,8,88.89
Nocturne,Zyra,28,10,35.71
Volibear,Yunara,274,168,61.31
Corki,Miss Fortune,13,3,23.08
Fiddlesticks,Yunara,64,40,62.5
Zyra,Yunara,26,9,34.62
Kayn,Jinx,213,102,47.89
Kayn,Ezreal,373,185,49.6
Xin Zhao,Kalista,33,16,48.48
Jarvan IV,Veigar,51,30,58.82
Ambessa,Caitlyn,22,15,68.18
Nocturne,Zilean,11,5,45.45
Lillia,Caitlyn,129,68,52.71
Talon,Taliyah,18,15,83.33
Talon,Ezreal,387,219,56.59
Kindred,Syndra,21,5,23.81
Fiddlesticks,Lux,13,10,76.92
Gwen,Twitch,72,29,40.28
Ambessa,Ashe,29,25,86.21
Ambessa,Smolder,20,11,55.0
Jax,Jhin,94,64,68.09
Gwen,Vayne,46,20,43.48
Ambessa,Seraphine,8,2,25.0
Viego,Yasuo,83,46,55.42
Pantheon,Yone,5,2,40.0
Naafiri,Ashe,133,72,54.14
Jax,Karthus,25,11,44.0
Volibear,Varus,167,72,43.11
Brand,Draven,5,5,100.0
Xin Zhao,Jayce,3,0,0.0
Rammus,Aphelios,46,20,43.48
Dr. Mundo,Kaisa,139,79,56.83
Ekko,KogMaw,55,28,50.91
Briar,Kaisa,87,42,48.28
Zac,Draven,58,37,63.79
Kayn,Senna,230,117,50.87
Volibear,Mel,86,43,50.0
Zyra,Varus,38,27,71.05
Gwen,Senna,80,35,43.75
Lee Sin,Ashe,269,166,61.71
Neeko,Yunara,11,7,63.64
Maokai,Jhin,26,3,11.54
Singed,Corki,5,0,0.0
KhaZix,Varus,218,124,56.88
Xin Zhao,Nilah,72,38,52.78
Sejuani,Lux,7,1,14.29
Zac,Yunara,127,77,60.63
Kindred,Vayne,44,15,34.09
Trundle,Lux,56,29,51.79
Shen,Tristana,10,6,60.0
Fiddlesticks,Zeri,49,31,63.27
Naafiri,Morgana,5,2,40.0
Udyr,Ashe,93,35,37.63
Wukong,Smolder,151,91,60.26
Rengar,Corki,101,57,56.44
Viego,Seraphine,115,59,51.3
Zed,Xayah,160,66,41.25
Volibear,Xayah,140,98,70.0
Corki,Twitch,17,1,5.88
Dr. Mundo,Varus,133,63,47.37
Karthus,Yunara,167,84,50.3
Vi,Hwei,42,20,47.62
Corki,Senna,23,18,78.26
Kindred,Ashe,110,80,72.73
Dr. Mundo,Twitch,27,14,51.85
Xin Zhao,Karthus,85,48,56.47
Trundle,Samira,27,5,18.52
Poppy,Corki,73,45,61.64
Nidalee,Yasuo,44,43,97.73
Hecarim,Smolder,163,80,49.08
Zac,Jhin,167,97,58.08
Vi,Twitch,83,40,48.19
Skarner,Samira,11,6,54.55
Viego,Karma,8,2,25.0
Rumble,Sivir,13,3,23.08
Gragas,Corki,33,22,66.67
Dr. Mundo,Tristana,82,22,26.83
Karthus,Miss Fortune,68,40,58.82
Jax,Morgana,7,3,42.86
Udyr,Katarina,5,0,0.0
Zyra,Vayne,14,4,28.57
Volibear,Yasuo,38,15,39.47
Gwen,Lux,10,3,30.0
Udyr,Lux,18,11,61.11
Briar,Tristana,49,33,67.35
Master Yi,Mel,79,38,48.1
Skarner,Smolder,28,24,85.71
Hecarim,Ziggs,70,15,21.43
Pantheon,Zilean,11,2,18.18
Ekko,Lux,63,29,46.03
Rammus,Zyra,10,4,40.0
Jarvan IV,Yasuo,80,23,28.75
Talon,Swain,32,16,50.0
Reksai,Corki,31,20,64.52
Briar,Senna,33,18,54.55
Kindred,Yasuo,41,22,53.66
Kayn,KogMaw,72,42,58.33
Jax,Viktor,8,0,0.0
Jarvan IV,Syndra,40,25,62.5
Fiddlesticks,Smolder,81,28,34.57
Jarvan IV,Seraphine,102,58,56.86
Talon,Yunara,227,109,48.02
Graves,Smolder,115,33,28.7
Talon,Urgot,3,1,33.33
Lillia,Urgot,3,0,0.0
Graves,Taliyah,5,3,60.0
Nunu & Willump,Kled,2,0,0.0
Graves,Kalista,16,15,93.75
Nunu & Willump,Vayne,45,21,46.67
Lee Sin,Azir,7,3,42.86
Trundle,Zeri,145,78,53.79
KhaZix,Swain,39,15,38.46
Zyra,Ezreal,72,19,26.39
Graves,Zyra,14,5,35.71
Volibear,Heimerdinger,7,5,71.43
Volibear,Nilah,46,18,39.13
Udyr,Zyra,11,9,81.82
Amumu,Swain,2,0,0.0
Kindred,Lux,45,17,37.78
Kindred,Miss Fortune,137,87,63.5
Naafiri,Hwei,49,19,38.78
Sejuani,Seraphine,11,4,36.36
Reksai,Tristana,44,30,68.18
Gragas,Yunara,64,32,50.0
Gwen,Jinx,82,49,59.76
Kayn,Twitch,110,41,37.27
Lillia,Tristana,114,56,49.12
Evelynn,Yunara,43,17,39.53
Poppy,Jinx,100,64,64.0
Amumu,Jinx,37,19,51.35
Shaco,KogMaw,36,18,50.0
Fiddlesticks,Nunu & Willump,4,4,100.0
Rumble,Twitch,9,7,77.78
Poppy,Sivir,70,36,51.43
Gwen,Varus,88,50,56.82
Hecarim,Karthus,60,15,25.0
Jarvan IV,Twisted Fate,1,1,100.0
Naafiri,Twitch,56,27,48.21
Morgana,Twitch,17,6,35.29
Amumu,Kaisa,31,14,45.16
Skarner,Twitch,23,17,73.91
Draven,Tristana,7,7,100.0
Xin Zhao,Seraphine,80,45,56.25
Hecarim,Kalista,19,12,63.16
Karthus,Draven,55,25,45.45
Diana,Lux,17,14,82.35
KhaZix,Draven,74,51,68.92
Kindred,Ziggs,107,62,57.94
Morgana,Lucian,50,15,30.0
Ivern,Smolder,79,37,46.84
Karthus,Jhin,184,83,45.11
Chogath,Sivir,9,0,0.0
Briar,Karthus,14,4,28.57
Zac,Twitch,70,54,77.14
Morgana,Tristana,19,8,42.11
Malphite,Twitch,2,0,0.0
Gragas,Mel,8,8,100.0
Kindred,Hwei,71,45,63.38
Sylas,Sivir,20,2,10.0
Nidalee,Lux,26,14,53.85
Elise,Zeri,71,35,49.3
Lillia,Vayne,52,24,46.15
Neeko,Yasuo,3,2,66.67
Pyke,Mel,3,0,0.0
Wukong,Karthus,60,22,36.67
Udyr,Hwei,53,27,50.94
Kindred,Swain,17,13,76.47
Briar,Lucian,82,37,45.12
Shyvana,Tristana,21,9,42.86
Neeko,Lucian,7,5,71.43
Kindred,Zeri,96,53,55.21
Vi,Vayne,79,40,50.63
Brand,Aphelios,23,7,30.43
Belveth,Xayah,59,38,64.41
Rengar,Samira,64,22,34.38
Rengar,Swain,22,5,22.73
Naafiri,Jinx,154,68,44.16
Fiddlesticks,Seraphine,19,6,31.58
Jax,Yunara,85,31,36.47
Fiddlesticks,Yorick,6,6,100.0
Nocturne,Hwei,62,45,72.58
Volibear,Seraphine,36,11,30.56
Yunara,Graves,4,0,0.0
Udyr,Smolder,97,45,46.39
Taliyah,Jinx,61,36,59.02
Karthus,Cassiopeia,1,1,100.0
Rengar,KogMaw,41,20,48.78
Ivern,Lucian,178,95,53.37
Rammus,Yasuo,14,5,35.71
Karthus,Xayah,42,15,35.71
Hecarim,Caitlyn,135,73,54.07
Gwen,Miss Fortune,73,41,56.16
Udyr,Zeri,106,50,47.17
Kindred,Jhin,328,187,57.01
Zyra,Viktor,3,3,100.0
Gragas,Seraphine,10,8,80.0
Lee Sin,Hwei,102,56,54.9
Lillia,Kaisa,185,95,51.35
Gragas,Jhin,57,27,47.37
Pantheon,Akshan,6,1,16.67
Nocturne,Lux,41,23,56.1
Zed,Ashe,181,86,47.51
Vi,Nilah,50,26,52.0
Corki,Xayah,5,5,100.0
Diana,Corki,87,38,43.68
Lillia,Zeri,100,37,37.0
Rumble,Jhin,21,13,61.9
Fiddlesticks,Kaisa,96,58,60.42
Ivern,Jayce,2,0,0.0
Lillia,Samira,42,22,52.38
Sejuani,Nilah,5,1,20.0
Nunu & Willump,Samira,32,10,31.25
Hecarim,Zeri,133,61,45.86
Taliyah,Zeri,33,4,12.12
Reksai,Kaisa,76,50,65.79
Wukong,Lux,39,27,69.23
Rammus,Urgot,2,0,0.0
Taliyah,Hwei,7,2,28.57
Briar,Seraphine,23,15,65.22
Ivern,Aphelios,155,75,48.39
Ekko,Riven,4,1,25.0
Morgana,Jayce,3,3,100.0
Naafiri,Smolder,141,65,46.1
Qiyana,Kalista,16,15,93.75
Mordekaiser,Lucian,14,0,0.0
Vi,Samira,70,34,48.57
Diana,Ashe,66,33,50.0
Jayce,Ziggs,7,0,0.0
Gwen,Yasuo,14,11,78.57
Master Yi,Ziggs,84,48,57.14
Shyvana,Miss Fortune,19,11,57.89
Hecarim,Hwei,60,16,26.67
Evelynn,Varus,72,48,66.67
Gwen,Ashe,45,21,46.67
Reksai,Twitch,44,11,25.0
Talon,Lux,73,33,45.21
Kindred,Seraphine,51,22,43.14
KhaZix,Vayne,50,17,34.0
Wukong,Hwei,47,15,31.91
Nunu & Willump,Zeri,87,51,58.62
Rengar,Tristana,111,67,60.36
Ivern,Vayne,54,28,51.85
Pantheon,Xerath,10,9,90.0
Udyr,Nilah,35,14,40.0
Amumu,Vayne,8,1,12.5
Kindred,Urgot,2,0,0.0
Shyvana,Sivir,25,5,20.0
Ivern,Mel,43,17,39.53
Graves,Viktor,5,5,100.0
KhaZix,VelKoz,7,3,42.86
Zed,Orianna,4,0,0.0
Jarvan IV,Aurelion Sol,41,30,73.17
Dr. Mundo,Zeri,87,52,59.77
Nunu & Willump,Lux,17,10,58.82
Fiddlesticks,Caitlyn,61,27,44.26
Belveth,Vayne,39,19,48.72
Urgot,Ezreal,16,9,56.25
Kindred,Irelia,1,1,100.0
Corki,Riven,2,0,0.0
Rengar,Zoe,6,6,100.0
Varus,Karthus,4,0,0.0
Ivern,Corki,121,58,47.93
Hecarim,Yasuo,35,14,40.0
Udyr,Corki,165,103,62.42
Ambessa,Jinx,21,12,57.14
Zac,Smolder,108,66,61.11
Rengar,Vayne,46,20,43.48
Jax,Miss Fortune,23,10,43.48
Urgot,Kaisa,5,4,80.0
Lillia,Draven,37,17,45.95
Belveth,Draven,56,20,35.71
Lee Sin,Zyra,49,25,51.02
KhaZix,Xayah,87,44,50.57
Ekko,Ziggs,39,21,53.85
Zac,Aphelios,78,51,65.38
Evelynn,Xayah,45,21,46.67
Gragas,Smolder,38,29,76.32
Gragas,Draven,34,23,67.65
Nocturne,KogMaw,50,37,74.0
KhaZix,Caitlyn,133,58,43.61
Xin Zhao,Syndra,19,12,63.16
Draven,Miss Fortune,4,0,0.0
KhaZix,KogMaw,58,29,50.0
Skarner,KogMaw,19,3,15.79
Ekko,Samira,71,27,38.03
Karthus,Ashe,46,14,30.43
Lee Sin,Veigar,45,26,57.78
Rammus,Vayne,19,8,42.11
Ambessa,Urgot,4,4,100.0
Rammus,Draven,39,19,48.72
Zac,Xerath,3,0,0.0
Ambessa,Karthus,23,6,26.09
Lee Sin,Urgot,3,0,0.0
KhaZix,Karthus,54,30,55.56
Lillia,Kalista,23,12,52.17
Zyra,Twitch,12,7,58.33
Sylas,Lucian,26,10,38.46
Rengar,Karthus,52,37,71.15
Vi,KogMaw,66,19,28.79
Jarvan IV,Taliyah,11,3,27.27
Trundle,Hwei,58,37,63.79
Rengar,Twitch,88,58,65.91
Jarvan IV,Karthus,90,59,65.56
Master Yi,Morgana,13,7,53.85
Zac,Caitlyn,78,47,60.26
Nunu & Willump,Syndra,6,2,33.33
Xin Zhao,Kled,4,0,0.0
Shen,Ezreal,6,2,33.33
Kayn,Ziggs,98,30,30.61
Shaco,Yunara,109,52,47.71
Zed,Azir,12,4,33.33
KhaZix,Aphelios,171,105,61.4
Dr. Mundo,Hwei,33,18,54.55
Teemo,Kaisa,6,1,16.67
Graves,Twitch,47,24,51.06
Fiddlesticks,Varus,85,36,42.35
Brand,Jinx,4,3,75.0
Brand,Aurora,3,0,0.0
Diana,Swain,4,1,25.0
Master Yi,Corki,109,52,47.71
Master Yi,Hwei,66,35,53.03
Poppy,Nilah,6,3,50.0
Ivern,Ziggs,42,26,61.9
Corki,Zyra,11,6,54.55
Briar,Jhin,58,37,63.79
Dr. Mundo,Yasuo,16,2,12.5
Vi,Veigar,16,2,12.5
Dr. Mundo,Ashe,34,14,41.18
Amumu,Senna,14,3,21.43
Volibear,KogMaw,54,19,35.19
Master Yi,Twitch,63,28,44.44
Maokai,Ezreal,54,38,70.37
Reksai,Ziggs,20,7,35.0
KhaZix,Ziggs,43,20,46.51
Sejuani,Ziggs,27,15,55.56
Taliyah,KogMaw,16,5,31.25
Ivern,KogMaw,36,26,72.22
Rumble,KogMaw,7,4,57.14
Zed,KogMaw,111,37,33.33
Graves,KogMaw,40,25,62.5
Nocturne,Kalista,31,21,67.74
Sion,KogMaw,5,5,100.0
Udyr,KogMaw,35,18,51.43
Evelynn,Aphelios,44,24,54.55
Dr. Mundo,KogMaw,55,18,32.73
Ivern,Sivir,117,68,58.12
Master Yi,KogMaw,46,27,58.7
Corki,Vayne,3,1,33.33
Diana,Ziggs,34,29,85.29
Naafiri,Miss Fortune,147,91,61.9
Sejuani,Yasuo,18,10,55.56
KogMaw,Sivir,2,2,100.0
Rammus,Miss Fortune,29,16,55.17
Zac,Swain,3,1,33.33
Ivern,Senna,90,59,65.56
Master Yi,Chogath,2,0,0.0
Sejuani,Corki,49,19,38.78
Kayn,Lux,52,39,75.0
Udyr,Yasuo,47,23,48.94
Dr. Mundo,Aphelios,89,50,56.18
Ekko,Chogath,10,3,30.0
Lee Sin,Riven,2,2,100.0
Lee Sin,Zilean,4,2,50.0
Kayn,Seraphine,62,18,29.03
Karthus,Jinx,96,33,34.38
Graves,Lux,34,12,35.29
Fiddlesticks,Cassiopeia,4,4,100.0
Urgot,Mel,10,5,50.0
Lee Sin,Irelia,5,3,60.0
Talon,Aurora,5,5,100.0
Rengar,Riven,2,0,0.0
Corki,Jhin,18,6,33.33
Nidalee,Taliyah,3,3,100.0
Jax,Ashe,45,24,53.33
Naafiri,Caitlyn,110,50,45.45
Ekko,Irelia,15,7,46.67
Dr. Mundo,Sivir,127,72,56.69
Shaco,Swain,19,13,68.42
Hecarim,Camille,2,0,0.0
Karthus,Jayce,2,0,0.0
Jax,Corki,49,29,59.18
Urgot,Lucian,8,0,0.0
Sejuani,Jinx,71,21,29.58
Diana,Miss Fortune,107,47,43.93
Zac,Jinx,115,62,53.91
Diana,Smolder,140,63,45.0
Talon,Varus,230,119,51.74
Poppy,KogMaw,24,18,75.0
Dr. Mundo,Yunara,137,46,33.58
Udyr,Jinx,101,54,53.47
Diana,Yasuo,90,58,64.44
Kayn,Zeri,118,53,44.92
Belveth,Swain,16,12,75.0
Hecarim,Samira,42,18,42.86
Pantheon,Taliyah,15,7,46.67
Belveth,Taliyah,7,7,100.0
Lillia,Twitch,59,23,38.98
Lillia,Corki,102,43,42.16
Sion,Jhin,18,9,50.0
Shaco,Yasuo,14,1,7.14
Belveth,Morgana,4,0,0.0
Rammus,Yunara,50,16,32.0
Taliyah,Caitlyn,26,18,69.23
Poppy,Irelia,3,3,100.0
Nidalee,Swain,17,4,23.53
Amumu,Aphelios,31,19,61.29
Vi,Xayah,118,62,52.54
Poppy,Yasuo,10,10,100.0
Naafiri,Aurora,3,3,100.0
Nidalee,Viego,4,1,25.0
Ivern,Kalista,12,6,50.0
Briar,Smolder,51,33,64.71
Lee Sin,Yone,3,3,100.0
Rengar,Yasuo,42,31,73.81
Xin Zhao,Azir,6,2,33.33
Rumble,Yasuo,2,0,0.0
Vi,Kled,3,3,100.0
Morgana,Corki,16,11,68.75
Kayn,Karthus,60,29,48.33
Jax,Kalista,12,5,41.67
Talon,Caitlyn,148,69,46.62
Wukong,Yasuo,37,19,51.35
Yasuo,Draven,2,2,100.0
Corki,Ezreal,19,3,15.79
Naafiri,Yasuo,39,22,56.41
Evelynn,Nilah,14,3,21.43
Karthus,Nilah,23,10,43.48
Graves,Karthus,42,20,47.62
Kayn,Sivir,183,97,53.01
Teemo,Ezreal,12,7,58.33
Nocturne,Neeko,5,1,20.0
Ekko,Yasuo,54,29,53.7
Jayce,Yone,5,0,0.0
Trundle,KSante,3,3,100.0
Reksai,Mel,28,11,39.29
Ivern,Karthus,24,21,87.5
Taliyah,Corki,39,28,71.79
Briar,Twitch,26,6,23.08
Zed,Draven,121,74,61.16
Briar,Varus,74,36,48.65
Viego,Irelia,3,2,66.67
Diana,Caitlyn,96,45,46.88
Fiddlesticks,Fiora,3,1,33.33
Nidalee,Caitlyn,85,45,52.94
Kindred,Draven,39,18,46.15
Gragas,Jinx,48,19,39.58
Gwen,Samira,24,12,50.0
Gwen,Kalista,20,10,50.0
Twisted Fate,Miss Fortune,1,1,100.0
Poppy,Viktor,7,7,100.0
Xin Zhao,Sivir,291,136,46.74
Fiddlesticks,Zyra,7,3,42.86
Teemo,Sona,3,0,0.0
Shyvana,Twitch,24,6,25.0
Volibear,Ezreal,321,144,44.86
Lillia,Yasuo,19,8,42.11
Skarner,Ezreal,64,41,64.06
Yone,Varus,1,1,100.0
Lillia,Sivir,137,74,54.01
Sylas,Ezreal,48,28,58.33
Gragas,Caitlyn,29,17,58.62
Hecarim,Viktor,13,3,23.08
Shaco,Corki,84,42,50.0
Kayn,Aurelion Sol,14,5,35.71
Master Yi,Ezreal,233,105,45.06
Viego,Azir,3,2,66.67
Trundle,Azir,1,1,100.0
Trundle,Zyra,19,9,47.37
Jax,Veigar,12,10,83.33
Diana,Seraphine,31,18,58.06
Viego,Urgot,6,2,33.33
Pantheon,Chogath,24,12,50.0
Yasuo,Smolder,2,0,0.0
KhaZix,Syndra,3,0,0.0
Naafiri,Tristana,126,56,44.44
Urgot,Zeri,12,0,0.0
Qiyana,Swain,21,13,61.9
Dr. Mundo,Jhin,186,107,57.53
Shaco,Hwei,15,2,13.33
Volibear,Morgana,3,1,33.33
Fiddlesticks,Karthus,10,8,80.0
Olaf,Vayne,4,3,75.0
Master Yi,Orianna,2,0,0.0
Lee Sin,Nilah,175,105,60.0
Jarvan IV,Viktor,41,18,43.9
Briar,Hwei,20,3,15.0
Skarner,Viktor,7,0,0.0
Briar,Viktor,2,1,50.0
Graves,Ziggs,34,23,67.65
Nidalee,Singed,4,0,0.0
Kayn,Taliyah,8,3,37.5
Talon,Yasuo,24,8,33.33
Trundle,Syndra,16,5,31.25
Zac,Hwei,19,6,31.58
Master Yi,Lux,34,20,58.82
Olaf,Twitch,12,12,100.0
Shen,Mel,3,0,0.0
Graves,Hwei,32,23,71.88
Qiyana,Mel,54,30,55.56
Rammus,Lux,3,1,33.33
Zed,Zyra,18,8,44.44
Warwick,Twitch,30,19,63.33
Skarner,Hwei,11,7,63.64
Kindred,Nilah,33,18,54.55
Lee Sin,Syndra,24,17,70.83
