champion1,champion2,champion3,games,wins,win_rate
Sejuani,Lucian,Lulu,8,7,87.5
Jarvan IV,Hwei,Sona,14,0,0.0
Pantheon,Kaisa,Maokai,15,14,93.33
KhaZix,Yunara,Rakan,11,5,45.45
Vi,Sivir,Lulu,14,4,28.57
Jarvan IV,Vayne,Elise,10,10,100.0
Trundle,Ziggs,Alistar,15,3,20.0
KhaZix,Yunara,Nautilus,13,10,76.92
KhaZix,Smolder,Karma,16,12,75.0
Trundle,Yunara,Soraka,18,11,61.11
Hecarim,Yunara,Braum,21,19,90.48
Viego,Aphelios,Zyra,11,7,63.64
Jarvan IV,Yunara,Rakan,46,26,56.52
Pantheon,Ezreal,Leona,26,6,23.08
Nocturne,Draven,Rakan,12,10,83.33
Nocturne,Vayne,Milio,8,7,87.5
Belveth,Varus,Neeko,14,0,0.0
Elise,Kaisa,Rell,26,19,73.08
Nocturne,Senna,Bard,12,0,0.0
Trundle,Ezreal,Sona,37,27,72.97
Gwen,Aphelios,Alistar,12,10,83.33
Talon,Senna,Thresh,27,21,77.78
Fiddlesticks,Lucian,Taric,18,10,55.56
Elise,Aphelios,Thresh,35,16,45.71
Pantheon,Lucian,Karma,28,20,71.43
Zed,Ziggs,Fiddlesticks,3,0,0.0
Jarvan IV,Twitch,Maokai,4,3,75.0
Xin Zhao,KogMaw,Zyra,6,0,0.0
Wukong,Senna,Tahm Kench,16,12,75.0
Jarvan IV,Jhin,Alistar,56,27,48.21
Nocturne,Smolder,Rakan,14,14,100.0
Chogath,Senna,Alistar,10,0,0.0
Trundle,Kaisa,Rell,39,7,17.95
KhaZix,Zeri,Rakan,15,15,100.0
Elise,Corki,Rell,13,10,76.92
Jarvan IV,Mel,Nautilus,23,14,60.87
Jarvan IV,Lucian,Nami,287,152,52.96
Vi,Yunara,Karma,21,10,47.62
Vi,Kaisa,Shen,8,8,100.0
Viego,Ezreal,Braum,54,32,59.26
Trundle,Draven,Alistar,23,8,34.78
Nocturne,Corki,Taric,9,9,100.0
Pantheon,Samira,Renata,9,0,0.0
Zac,Miss Fortune,Bard,13,4,30.77
Pantheon,Jhin,Nami,40,26,65.0
Jarvan IV,Aphelios,Senna,10,10,100.0
Diana,Ezreal,Trundle,11,5,45.45
Poppy,Miss Fortune,Rell,12,1,8.33
Nocturne,Draven,Tahm Kench,8,8,100.0
Xin Zhao,Aphelios,Lulu,54,34,62.96
Fiddlesticks,Lucian,Sona,17,7,41.18
Belveth,Corki,Rakan,7,4,57.14
Jarvan IV,Draven,Sona,9,0,0.0
Gwen,Kaisa,Nautilus,17,3,17.65
Xin Zhao,Tristana,Alistar,17,10,58.82
Pantheon,Smolder,Sona,30,13,43.33
Jarvan IV,Corki,Rell,50,33,66.0
Taliyah,Lucian,Pyke,14,3,21.43
Viego,Zeri,Seraphine,10,1,10.0
Pantheon,Jhin,Alistar,50,15,30.0
Viego,Yunara,Poppy,38,32,84.21
Corki,Kalista,Shen,9,0,0.0
Viego,Lucian,Taric,23,9,39.13
Nidalee,Ezreal,Soraka,19,17,89.47
Nidalee,Jinx,Shen,8,0,0.0
Ambessa,Yunara,Lulu,12,12,100.0
Zyra,Tristana,Rell,16,7,43.75
Vi,Corki,Alistar,17,2,11.76
Jarvan IV,Aphelios,Braum,38,27,71.05
Ambessa,Sivir,Karma,7,1,14.29
Pantheon,Jhin,Senna,21,12,57.14
Belveth,Hwei,Rell,11,6,54.55
Jarvan IV,Lucian,Alistar,22,20,90.91
Xin Zhao,Twitch,Rell,19,5,26.32
Pantheon,Senna,Pyke,11,10,90.91
Trundle,Jinx,Braum,36,17,47.22
Chogath,Yunara,Nautilus,10,0,0.0
Vi,Tristana,Lulu,21,18,85.71
Karthus,Lucian,Nami,58,28,48.28
Pantheon,Tristana,Yuumi,16,8,50.0
Trundle,Yunara,Alistar,44,10,22.73
Lillia,Jhin,Poppy,3,2,66.67
Nocturne,Tristana,Rakan,18,4,22.22
Zac,Tristana,Karma,15,13,86.67
Pantheon,Lucian,Shaco,2,2,100.0
Skarner,Draven,Nami,8,0,0.0
Xin Zhao,Lux,Sona,16,13,81.25
Skarner,Yunara,Pyke,8,0,0.0
Tryndamere,Jhin,Braum,3,0,0.0
Nocturne,Ashe,Zilean,8,5,62.5
Vi,Jinx,Tahm Kench,9,0,0.0
Jarvan IV,Lucian,Soraka,21,12,57.14
Jarvan IV,Corki,Poppy,33,19,57.58
Zed,Kaisa,Neeko,63,39,61.9
Pantheon,Lucian,Alistar,43,10,23.26
Viego,Caitlyn,Nautilus,16,5,31.25
Jarvan IV,Jinx,Tahm Kench,12,5,41.67
Pantheon,Tristana,Lulu,58,28,48.28
Jarvan IV,Zyra,Heimerdinger,1,0,0.0
Pantheon,Jhin,Nautilus,37,27,72.97
Nidalee,Draven,Rell,16,12,75.0
Lee Sin,Smolder,Leona,9,4,44.44
Ekko,Kaisa,Pyke,45,29,64.44
Qiyana,Ezreal,Alistar,14,0,0.0
Ambessa,Vayne,Neeko,6,6,100.0
Trundle,Seraphine,Rakan,7,1,14.29
Gragas,Lucian,Sona,7,7,100.0
Hecarim,Aphelios,Nautilus,10,3,30.0
Ekko,Aphelios,Lulu,46,18,39.13
Vi,Jhin,Fiddlesticks,9,0,0.0
Jarvan IV,Tristana,Rakan,14,9,64.29
Ekko,Twitch,Lulu,34,15,44.12
Talon,Jhin,Taric,4,1,25.0
Trundle,Tristana,Nami,7,4,57.14
Trundle,Kaisa,Sona,7,3,42.86
Viego,Senna,Blitzcrank,8,4,50.0
Lee Sin,Yasuo,Alistar,17,9,52.94
Ekko,Vayne,Lulu,27,14,51.85
Ambessa,Xayah,Nautilus,3,0,0.0
Ekko,Twitch,Alistar,6,6,100.0
Nidalee,Kalista,Nunu & Willump,3,0,0.0
Karthus,Lucian,Janna,3,3,100.0
Nidalee,Tristana,Karma,5,3,60.0
Zed,Kaisa,Zyra,2,2,100.0
Lee Sin,Sivir,Alistar,14,8,57.14
Nidalee,Miss Fortune,Leona,16,2,12.5
Lee Sin,Corki,Shen,3,3,100.0
Zed,Lucian,Nami,200,81,40.5
Ekko,Ezreal,Braum,24,11,45.83
Zed,Twitch,Braum,7,7,100.0
Nunu & Willump,Ezreal,Braum,10,9,90.0
Nunu & Willump,Draven,Bard,6,0,0.0
Qiyana,Aphelios,Braum,4,2,50.0
Lee Sin,Varus,Alistar,59,41,69.49
Nunu & Willump,Ezreal,Alistar,7,3,42.86
Nocturne,Samira,Senna,3,0,0.0
Pantheon,Xayah,Rakan,94,55,58.51
Vi,Ezreal,Karma,78,30,38.46
Zed,Aurelion Sol,Sona,3,1,33.33
Talon,Smolder,Blitzcrank,2,2,100.0
Jax,Sivir,Alistar,3,3,100.0
Pantheon,Tristana,Kennen,3,0,0.0
Lee Sin,Ezreal,Galio,8,4,50.0
Wukong,Vayne,Shaco,3,0,0.0
Ambessa,Jhin,Braum,5,0,0.0
Jarvan IV,Draven,Pyke,19,6,31.58
Volibear,Aphelios,Thresh,24,15,62.5
Wukong,Senna,Braum,26,21,80.77
Lee Sin,Twitch,Sylas,3,3,100.0
Zed,Miss Fortune,Seraphine,6,0,0.0
Lee Sin,Jhin,Zilean,41,20,48.78
Karthus,Senna,Nautilus,28,14,50.0
Lee Sin,Aphelios,Leona,17,6,35.29
Zyra,Lucian,Nami,23,6,26.09
Volibear,Aphelios,Nidalee,3,3,100.0
Graves,Zeri,Bard,11,3,27.27
Lee Sin,Jhin,Shen,2,0,0.0
Pantheon,Senna,Sona,30,17,56.67
Gwen,Ezreal,Nautilus,12,6,50.0
Brand,Senna,Karma,3,3,100.0
Naafiri,Sivir,Alistar,16,5,31.25
Vi,Senna,Mel,8,0,0.0
Udyr,Swain,Leona,7,7,100.0
Evelynn,Ezreal,Lulu,6,1,16.67
Zyra,Draven,Thresh,5,5,100.0
Qiyana,KogMaw,Bard,2,2,100.0
KhaZix,Senna,Pantheon,3,0,0.0
Jarvan IV,Ashe,Trundle,3,3,100.0
Fiddlesticks,Jhin,Karma,19,2,10.53
Dr. Mundo,Miss Fortune,Rell,22,20,90.91
Trundle,Jhin,Soraka,16,7,43.75
Shaco,Draven,Braum,1,1,100.0
Taliyah,Mel,Quinn,1,0,0.0
Jarvan IV,Ezreal,Karma,109,67,61.47
Ambessa,Tristana,Nidalee,3,0,0.0
Trundle,Seraphine,Zoe,1,0,0.0
Pantheon,Kalista,Neeko,20,1,5.0
Udyr,Xayah,Rakan,36,16,44.44
Vi,Kaisa,Karma,22,10,45.45
Evelynn,Jhin,Pyke,4,4,100.0
Naafiri,Ezreal,Karma,67,29,43.28
Volibear,Kalista,Nautilus,5,5,100.0
Lee Sin,Mel,Rell,20,9,45.0
Naafiri,Xayah,Neeko,11,3,27.27
KhaZix,Kalista,Senna,5,0,0.0
Evelynn,Lucian,Trundle,4,3,75.0
Xin Zhao,Tristana,Rakan,15,6,40.0
Brand,Ezreal,Trundle,4,0,0.0
Vi,Lucian,Sona,27,22,81.48
Talon,Sivir,Trundle,2,2,100.0
Naafiri,Lucian,Akali,2,0,0.0
Ivern,Draven,Rell,11,3,27.27
Diana,Senna,Elise,3,2,66.67
Xin Zhao,Ezreal,Alistar,22,13,59.09
Pantheon,Lux,Senna,6,5,83.33
Shaco,Ezreal,Poppy,3,0,0.0
Vi,Lucian,Elise,3,3,100.0
Pantheon,Kalista,Renata,20,14,70.0
Trundle,Senna,Neeko,5,1,20.0
Nidalee,Lucian,Milio,17,7,41.18
Viego,Corki,Sona,15,13,86.67
Gragas,Miss Fortune,Sona,7,4,57.14
Nocturne,Ezreal,Karma,28,18,64.29
Qiyana,Samira,Rell,5,2,40.0
Vi,Yasuo,Alistar,6,3,50.0
Jarvan IV,Corki,Gragas,3,3,100.0
Pantheon,Tristana,Rell,25,8,32.0
Pantheon,Kalista,Ashe,1,0,0.0
Trundle,Senna,Soraka,18,13,72.22
Trundle,Draven,Blitzcrank,11,11,100.0
Ivern,Caitlyn,Neeko,20,4,20.0
Jarvan IV,Senna,Fiddlesticks,7,4,57.14
Zed,Ezreal,Bard,57,35,61.4
Talon,Kaisa,Pyke,16,7,43.75
Pantheon,Smolder,Poppy,15,7,46.67
Naafiri,Xayah,Renata,2,1,50.0
Naafiri,Senna,Elise,4,4,100.0
Pantheon,Smolder,Zyra,2,0,0.0
Zed,Mel,Senna,8,6,75.0
Lee Sin,Samira,Pyke,14,10,71.43
Ambessa,Twitch,Yuumi,10,0,0.0
Ambessa,Kalista,Neeko,10,10,100.0
Nocturne,Yunara,Rakan,21,14,66.67
Qiyana,Seraphine,Pyke,6,0,0.0
Nocturne,Yunara,Rell,36,20,55.56
Qiyana,Jinx,Thresh,20,10,50.0
Rengar,Jinx,Nidalee,8,0,0.0
Jarvan IV,Aphelios,Thresh,56,34,60.71
Wukong,Kalista,Renata,14,10,71.43
Pantheon,Tristana,Neeko,14,2,14.29
Lee Sin,Ezreal,Karma,128,64,50.0
Viego,Ashe,Zoe,7,0,0.0
Belveth,Jhin,Karma,18,14,77.78
Trundle,Ezreal,Thresh,10,10,100.0
Rengar,Senna,Braum,20,11,55.0
Pantheon,Ezreal,Alistar,66,30,45.45
Jarvan IV,Tristana,Senna,17,5,29.41
Karthus,Kaisa,Leona,5,0,0.0
Zac,Ezreal,Nautilus,10,10,100.0
Wukong,Ezreal,Karma,73,31,42.47
Pantheon,Corki,Sona,37,14,37.84
Poppy,Kaisa,Pyke,17,14,82.35
Viego,Zeri,Soraka,21,12,57.14
Pantheon,Ezreal,Braum,40,22,55.0
Zyra,Corki,Pyke,8,0,0.0
Viego,Tristana,Leona,26,9,34.62
Pantheon,Caitlyn,Braum,20,15,75.0
Lee Sin,Kaisa,Alistar,101,55,54.46
Nidalee,Jhin,Rell,45,41,91.11
Jarvan IV,Ezreal,LeBlanc,5,5,100.0
Lee Sin,Twitch,Alistar,13,4,30.77
Ivern,Ezreal,Alistar,22,11,50.0
Nidalee,Sivir,Braum,28,11,39.29
Lee Sin,Draven,Milio,14,11,78.57
Nidalee,Ezreal,Karma,44,23,52.27
Xin Zhao,Jhin,Sona,23,22,95.65
Nidalee,Ezreal,Leona,9,7,77.78
Viego,Draven,Rell,15,7,46.67
Vi,Draven,Nautilus,34,14,41.18
Poppy,Ezreal,Heimerdinger,3,3,100.0
Udyr,Mel,Rell,9,0,0.0
Lee Sin,Ezreal,Alistar,27,15,55.56
Pantheon,Kaisa,Nautilus,140,68,48.57
KhaZix,Ezreal,Leona,10,5,50.0
Rengar,Kaisa,Pyke,16,14,87.5
Trundle,Xayah,Rakan,37,8,21.62
KhaZix,Tristana,Yuumi,5,0,0.0
Lee Sin,Draven,Xin Zhao,3,3,100.0
Naafiri,KogMaw,Braum,3,0,0.0
Nidalee,Corki,Alistar,19,16,84.21
Zed,Aphelios,Braum,17,10,58.82
Hecarim,Ezreal,Seraphine,9,5,55.56
Sylas,Caitlyn,Karma,2,0,0.0
Zed,Kaisa,Nautilus,68,29,42.65
Nidalee,Aphelios,Karma,7,6,85.71
Volibear,Jhin,Lux,8,0,0.0
Xin Zhao,Ezreal,Rakan,39,9,23.08
Nidalee,Aphelios,Braum,13,7,53.85
Vi,Zeri,Rell,1,0,0.0
Hecarim,Jinx,Galio,1,1,100.0
Corki,Draven,Soraka,3,0,0.0
Jax,Hwei,Blitzcrank,3,3,100.0
Pantheon,Varus,Neeko,44,19,43.18
Shaco,Senna,Rell,9,0,0.0
Ivern,Ezreal,Bard,9,3,33.33
Gragas,Ashe,Alistar,2,0,0.0
Xin Zhao,Miss Fortune,Bard,10,1,10.0
Nidalee,Senna,Maokai,4,0,0.0
Rengar,Viktor,Ivern,3,3,100.0
Pantheon,Twitch,Thresh,28,21,75.0
Hecarim,Senna,Janna,10,4,40.0
Volibear,Tristana,Lulu,27,25,92.59
Zed,Senna,Blitzcrank,1,0,0.0
Shaco,Smolder,Janna,7,3,42.86
Ekko,Lucian,Sona,18,13,72.22
Volibear,Senna,Janna,5,4,80.0
Rengar,Smolder,Nautilus,9,3,33.33
Nunu & Willump,Senna,Thresh,3,3,100.0
Talon,Senna,Rell,16,13,81.25
Belveth,Mel,Alistar,2,0,0.0
Evelynn,Tristana,Sona,4,4,100.0
Zed,Senna,Nautilus,86,55,63.95
Jax,Swain,Nami,1,1,100.0
Xin Zhao,Smolder,Alistar,4,1,25.0
Pantheon,Sivir,Sona,37,23,62.16
Evelynn,Smolder,Nami,4,4,100.0
Zed,Senna,Karma,7,3,42.86
Rengar,Smolder,Rakan,15,8,53.33
Ekko,Corki,Rell,21,17,80.95
Wukong,Senna,Neeko,21,8,38.1
Zyra,Jhin,Rakan,5,3,60.0
Sejuani,Smolder,Sona,7,2,28.57
Belveth,Jhin,Rakan,15,5,33.33
Udyr,Varus,Neeko,23,22,95.65
KhaZix,Senna,Nautilus,29,19,65.52
Belveth,Smolder,Nami,8,3,37.5
Master Yi,Smolder,Milio,5,2,40.0
Udyr,Senna,Sona,11,7,63.64
KhaZix,Senna,Braum,8,8,100.0
Zac,Miss Fortune,Janna,9,0,0.0
Volibear,Jhin,Elise,4,1,25.0
KhaZix,Mel,Soraka,4,4,100.0
Pantheon,Varus,Lux,3,2,66.67
Nunu & Willump,Jhin,Sylas,1,1,100.0
Pantheon,Senna,Galio,5,5,100.0
KhaZix,Smolder,Alistar,19,9,47.37
Diana,Riven,Rakan,5,0,0.0
Fiddlesticks,Jinx,Rakan,6,6,100.0
Shaco,Jhin,Sona,5,3,60.0
Nidalee,Senna,Neeko,1,1,100.0
Zeri,Senna,Alistar,3,3,100.0
Naafiri,Corki,Rell,16,6,37.5
Vi,Jhin,Shen,2,0,0.0
Zyra,Senna,Poppy,4,4,100.0
Pantheon,Senna,Nautilus,82,38,46.34
Shaco,Varus,Neeko,6,1,16.67
KhaZix,Ezreal,Alistar,13,12,92.31
Gwen,Smolder,Poppy,7,5,71.43
Xin Zhao,Jinx,Janna,20,11,55.0
Pantheon,Varus,Mel,7,0,0.0
Kayn,Brand,Braum,3,0,0.0
Belveth,Senna,Rell,12,9,75.0
Fiddlesticks,Ashe,Alistar,2,2,100.0
Wukong,Mel,Janna,2,0,0.0
Volibear,Smolder,Nami,24,8,33.33
Jax,Tristana,Gragas,1,1,100.0
Jarvan IV,Ashe,Braum,18,10,55.56
Viego,Senna,Rell,51,37,72.55
Lee Sin,Lucian,Karma,29,7,24.14
Kindred,Xayah,Camille,4,4,100.0
Vi,Senna,Leona,9,6,66.67
Zed,Smolder,Nautilus,16,3,18.75
Graves,Senna,Rell,5,0,0.0
Evelynn,Jhin,Gragas,2,2,100.0
Xin Zhao,Ashe,Rell,12,6,50.0
Xin Zhao,Ezreal,Zac,3,3,100.0
Pantheon,Senna,Rakan,19,7,36.84
Lillia,Miss Fortune,Nautilus,10,5,50.0
Wukong,Senna,Maokai,2,1,50.0
Nocturne,Seraphine,Tahm Kench,6,0,0.0
Evelynn,Ashe,Xin Zhao,1,1,100.0
Ivern,Kaisa,Nautilus,43,25,58.14
Wukong,Lucian,Sona,26,13,50.0
KhaZix,Smolder,Amumu,4,4,100.0
Ivern,Jhin,Nautilus,12,7,58.33
Xin Zhao,Senna,Thresh,14,3,21.43
Nidalee,Ezreal,Zilean,7,1,14.29
Talon,Lucian,Janna,4,2,50.0
Pantheon,Lux,Seraphine,2,1,50.0
Trundle,Ashe,Seraphine,1,0,0.0
Dr. Mundo,Smolder,Rakan,3,2,66.67
Ivern,Tristana,Sona,3,3,100.0
Nidalee,Kaisa,Rell,46,22,47.83
Diana,Xayah,Rakan,14,7,50.0
Wukong,Sivir,Bard,25,7,28.0
Pantheon,Yasuo,Braum,4,0,0.0
Zyra,Senna,Pyke,8,4,50.0
Hecarim,Ezreal,Braum,18,10,55.56
Qiyana,Tristana,Elise,2,2,100.0
Kindred,Xayah,Blitzcrank,9,4,44.44
Zac,Kaisa,Pyke,9,4,44.44
Jarvan IV,Miss Fortune,Lulu,6,3,50.0
Belveth,Samira,Rell,6,0,0.0
Xin Zhao,Twitch,Sona,2,2,100.0
Belveth,Ashe,Milio,8,4,50.0
Belveth,Caitlyn,Bard,2,2,100.0
Ambessa,Jhin,Zilean,2,1,50.0
Jarvan IV,Yunara,Nidalee,10,4,40.0
Vi,Smolder,Neeko,8,6,75.0
Zed,Yunara,Braum,19,9,47.37
Nocturne,Twitch,Alistar,14,7,50.0
Xin Zhao,Tristana,Karma,26,8,30.77
Hecarim,Jhin,Seraphine,11,4,36.36
KhaZix,Corki,Alistar,12,3,25.0
Diana,Draven,Soraka,5,1,20.0
Trundle,Jhin,Chogath,5,5,100.0
Viego,Aphelios,Milio,32,16,50.0
Viego,Lucian,Nami,335,160,47.76
Belveth,Sivir,Cassiopeia,1,1,100.0
Hecarim,Tristana,Neeko,3,3,100.0
KhaZix,Kaisa,Rell,28,10,35.71
Ekko,Tristana,Neeko,15,3,20.0
Shaco,Varus,Chogath,7,7,100.0
Lee Sin,Tristana,Yuumi,19,14,73.68
Nidalee,Miss Fortune,Alistar,18,9,50.0
Jax,Varus,Neeko,10,1,10.0
Zac,Lucian,Nami,62,43,69.35
Viego,Twitch,Poppy,10,0,0.0
Lee Sin,Miss Fortune,Pyke,6,2,33.33
Gwen,Lucian,Braum,21,8,38.1
Nocturne,Varus,Neeko,21,11,52.38
Belveth,Jhin,Alistar,20,7,35.0
Volibear,Corki,VelKoz,6,6,100.0
Belveth,Samira,Blitzcrank,10,4,40.0
Pantheon,Sivir,Soraka,30,15,50.0
Talon,Sivir,Braum,21,14,66.67
Qiyana,Kaisa,Nautilus,29,2,6.9
Graves,Sivir,Fiddlesticks,2,2,100.0
Belveth,Miss Fortune,Nautilus,11,3,27.27
Belveth,Smolder,Braum,3,3,100.0
Udyr,Veigar,Alistar,1,0,0.0
Qiyana,Lux,Fiddlesticks,6,6,100.0
Lee Sin,Jhin,Elise,23,15,65.22
Pantheon,Zeri,Nidalee,5,2,40.0
Belveth,Hwei,Nautilus,3,3,100.0
Qiyana,Lux,Zilean,3,3,100.0
Belveth,Corki,Thresh,9,5,55.56
Pantheon,Mel,Blitzcrank,2,2,100.0
Qiyana,Corki,Nautilus,17,16,94.12
Belveth,Varus,Blitzcrank,10,2,20.0
Ekko,Ezreal,Leona,12,5,41.67
Graves,Senna,Milio,5,1,20.0
Rammus,Kaisa,Pyke,10,2,20.0
Ivern,Ezreal,Leona,29,27,93.1
Qiyana,Draven,Rakan,4,0,0.0
Lee Sin,Ziggs,Fiddlesticks,7,4,57.14
Fiddlesticks,Draven,Thresh,6,2,33.33
Belveth,Lucian,Braum,40,16,40.0
Xin Zhao,Ziggs,Nautilus,26,9,34.62
Trundle,Lucian,Yuumi,8,7,87.5
Trundle,Ezreal,Rakan,17,4,23.53
Qiyana,Corki,Fiddlesticks,5,5,100.0
Qiyana,Senna,Braum,14,7,50.0
Ekko,Miss Fortune,Rell,25,23,92.0
Belveth,Jhin,Senna,7,1,14.29
Viego,Ashe,Zilean,14,9,64.29
Skarner,Caitlyn,Nautilus,3,0,0.0
Belveth,Jhin,Braum,3,3,100.0
Ekko,Mel,Alistar,14,9,64.29
Belveth,Ezreal,Sona,12,3,25.0
Ekko,Lucian,Braum,58,35,60.34
Belveth,Aphelios,Pyke,3,3,100.0
Wukong,Corki,Braum,9,6,66.67
Hecarim,Kaisa,Braum,5,0,0.0
Ekko,Vayne,Nautilus,4,4,100.0
Graves,Corki,Gwen,4,0,0.0
Qiyana,Lux,Braum,4,4,100.0
Qiyana,Vayne,Braum,5,0,0.0
Gwen,Zeri,Leona,5,5,100.0
Belveth,Senna,Seraphine,3,3,100.0
KhaZix,Ashe,Karma,14,8,57.14
Belveth,Lux,Riven,2,2,100.0
Pantheon,Aphelios,Zoe,3,0,0.0
Qiyana,Lux,Thresh,5,1,20.0
Gwen,Draven,Taliyah,4,4,100.0
Rengar,Draven,Sona,7,0,0.0
Gwen,Hwei,Pyke,7,7,100.0
Qiyana,Jinx,Nautilus,13,9,69.23
Pantheon,Kled,Sona,3,0,0.0
Belveth,Sivir,Nautilus,8,8,100.0
Nidalee,Tristana,Bard,20,2,10.0
KhaZix,Ashe,Rell,7,1,14.29
Belveth,Jinx,Rakan,5,5,100.0
Qiyana,Lux,Rakan,5,5,100.0
Gwen,Zyra,Pyke,5,0,0.0
Belveth,Zeri,Lulu,18,6,33.33
Graves,Xayah,Rakan,22,16,72.73
Qiyana,Vayne,Lulu,14,10,71.43
Lee Sin,Tristana,Karma,15,1,6.67
Belveth,Senna,Nautilus,10,9,90.0
Jax,Vayne,Alistar,6,0,0.0
Belveth,Zeri,Rakan,5,5,100.0
Kindred,Corki,Rell,17,7,41.18
Belveth,Lucian,Milio,21,18,85.71
Ekko,Jinx,Milio,38,15,39.47
Belveth,Brand,Sona,1,1,100.0
Belveth,Varus,Braum,8,8,100.0
Hecarim,Sivir,Rakan,15,3,20.0
Qiyana,Corki,Karma,2,2,100.0
Jarvan IV,Kaisa,Lulu,22,7,31.82
Belveth,Zeri,Bard,5,0,0.0
Pantheon,Twitch,Lulu,46,30,65.22
Belveth,Twitch,Lulu,16,14,87.5
Volibear,Kaisa,Rell,26,13,50.0
Belveth,Brand,Zilean,3,0,0.0
Taliyah,Viktor,Braum,3,3,100.0
Nocturne,Kaisa,Elise,7,0,0.0
Qiyana,Ezreal,Taric,3,0,0.0
Rengar,Jhin,Alistar,18,11,61.11
Lee Sin,Jhin,Maokai,6,3,50.0
Jarvan IV,Aphelios,Zac,1,0,0.0
Graves,Lucian,Nami,55,31,56.36
Belveth,Varus,Nautilus,4,1,25.0
Ivern,Jhin,Rakan,3,1,33.33
Belveth,Tristana,Maokai,8,8,100.0
Kindred,Twitch,Alistar,8,8,100.0
Zyra,Sivir,Galio,2,0,0.0
Belveth,Seraphine,Pyke,5,3,60.0
Belveth,Kaisa,Neeko,18,18,100.0
Volibear,Ziggs,Bard,5,2,40.0
Belveth,Senna,Sona,15,14,93.33
Jax,Sivir,Soraka,2,0,0.0
Belveth,Heimerdinger,Alistar,3,2,66.67
Fiddlesticks,Mel,Sylas,2,0,0.0
Wukong,Ziggs,Rakan,13,8,61.54
Lee Sin,Tristana,Braum,17,12,70.59
Belveth,Corki,Nautilus,34,15,44.12
Belveth,Corki,Ahri,4,4,100.0
Hecarim,Aphelios,Sona,9,5,55.56
Kindred,Tristana,Pyke,5,3,60.0
Rengar,Zeri,Bard,5,3,60.0
Hecarim,Jhin,Alistar,5,5,100.0
Belveth,Smolder,Sona,3,1,33.33
Gragas,Lux,Nami,2,0,0.0
Belveth,Ezreal,Zilean,9,3,33.33
Belveth,Varus,Janna,5,2,40.0
Reksai,Senna,VelKoz,3,1,33.33
Kindred,Senna,Rell,2,2,100.0
Shyvana,Smolder,Nautilus,2,0,0.0
Udyr,Morgana,Rell,3,3,100.0
Pantheon,Jinx,Lulu,81,46,56.79
Gwen,Tristana,Alistar,7,4,57.14
Gragas,Vayne,Karma,7,5,71.43
Belveth,Jhin,Thresh,8,3,37.5
Udyr,Kaisa,Lulu,20,14,70.0
Viego,Hwei,Elise,2,0,0.0
Belveth,Zyra,Senna,2,2,100.0
Belveth,Caitlyn,Neeko,4,1,25.0
Graves,Jhin,Alistar,8,7,87.5
Belveth,Kaisa,Leona,5,5,100.0
Rammus,Jhin,Neeko,3,0,0.0
Viego,Kaisa,Nunu & Willump,8,1,12.5
Belveth,Jhin,Morgana,3,3,100.0
Fiddlesticks,Tristana,Pyke,9,7,77.78
Kindred,Varus,Soraka,6,1,16.67
Evelynn,Lucian,Alistar,9,6,66.67
Belveth,Aphelios,Lulu,13,4,30.77
Kindred,Zyra,Nami,3,1,33.33
Xin Zhao,Tristana,Neeko,16,15,93.75
Kayn,Yunara,Nami,26,10,38.46
Trundle,Akshan,Sona,1,1,100.0
Sejuani,Aphelios,Thresh,15,5,33.33
Maokai,Yunara,Soraka,9,9,100.0
Qiyana,Lucian,Milio,20,9,45.0
Volibear,Senna,Nautilus,39,19,48.72
Belveth,Nilah,Alistar,4,4,100.0
Rengar,Zyra,Nautilus,10,6,60.0
Ekko,Zeri,Rakan,13,7,53.85
Naafiri,Sivir,Sona,13,5,38.46
Ivern,Yunara,Rell,4,1,25.0
Reksai,Lucian,Milio,11,8,72.73
Pantheon,Varus,Soraka,30,21,70.0
Trundle,Ziggs,Thresh,2,2,100.0
Ekko,Lucian,Teemo,5,4,80.0
Vi,Varus,Zyra,4,0,0.0
Taliyah,Senna,Rell,8,1,12.5
Pantheon,Corki,Shen,7,7,100.0
Nunu & Willump,Sivir,Soraka,17,0,0.0
Viego,Sivir,Sona,29,11,37.93
Nunu & Willump,Yunara,Soraka,10,8,80.0
Pantheon,Miss Fortune,Soraka,20,18,90.0
Gragas,Aphelios,Nami,5,3,60.0
Vi,Lucian,Leona,12,6,50.0
Lee Sin,Caitlyn,Nautilus,29,6,20.69
KhaZix,Lucian,Milio,31,20,64.52
Taliyah,Kaisa,Nautilus,20,9,45.0
Jarvan IV,Lucian,Renata,6,6,100.0
Rengar,Lucian,Braum,30,15,50.0
Lee Sin,Twitch,Soraka,11,9,81.82
Zed,Vayne,Soraka,7,7,100.0
Corki,Sivir,Nautilus,5,5,100.0
Ivern,Tristana,Taric,9,4,44.44
Sylas,Mel,Alistar,5,5,100.0
Xin Zhao,Senna,Nautilus,70,15,21.43
Briar,Mel,Nautilus,5,5,100.0
Gwen,Smolder,Braum,9,0,0.0
Jarvan IV,Ashe,Soraka,13,13,100.0
Sejuani,Lucian,Nami,41,28,68.29
Fiddlesticks,Jhin,Nautilus,12,7,58.33
Karthus,Aphelios,Karma,10,0,0.0
Kindred,Viktor,Poppy,2,0,0.0
Ambessa,Jhin,Karma,7,4,57.14
Talon,Lucian,Nami,123,73,59.35
Hecarim,Tristana,Soraka,4,3,75.0
