champion1,champion2,champion3,games,wins,win_rate
Shaco,Syndra,Alistar,3,3,100.0
Zac,KogMaw,Milio,3,0,0.0
Belveth,Miss Fortune,Seraphine,3,3,100.0
Hecarim,Yunara,Milio,9,5,55.56
Hecarim,Varus,Karma,22,9,40.91
Elise,Yunara,Nautilus,9,5,55.56
Jarvan IV,KogMaw,Trundle,1,0,0.0
Hecarim,Aphelios,Nunu & Willump,1,1,100.0
Yorick,Sivir,Rakan,3,0,0.0
Jarvan IV,Lux,Karma,1,1,100.0
Sejuani,Caitlyn,Rell,4,0,0.0
Ivern,Yunara,Taric,2,0,0.0
Master Yi,Yunara,Milio,12,6,50.0
Lee Sin,Sivir,Shaco,1,1,100.0
Pantheon,VelKoz,Nautilus,2,1,50.0
Pantheon,Sivir,Milio,9,2,22.22
Karthus,Yunara,Nidalee,3,3,100.0
Ivern,Hwei,Sona,4,4,100.0
Hecarim,Jhin,Nami,14,4,28.57
Shaco,Corki,Sona,2,2,100.0
Wukong,Hwei,Karma,2,0,0.0
Hecarim,Ziggs,Zilean,2,0,0.0
Pantheon,Corki,Braum,10,4,40.0
Briar,Yunara,Nidalee,3,3,100.0
Kayn,Heimerdinger,Zyra,3,0,0.0
Hecarim,Lux,Nami,3,1,33.33
Shyvana,Ezreal,Braum,1,1,100.0
Zac,Aphelios,Rell,2,2,100.0
Trundle,Zyra,Elise,2,0,0.0
Trundle,Lucian,Rell,10,9,90.0
Talon,KogMaw,Lulu,5,0,0.0
Talon,Syndra,Bard,5,2,40.0
Xin Zhao,Varus,Milio,1,0,0.0
Lee Sin,Lux,Neeko,1,1,100.0
Ekko,Kaisa,Pantheon,3,2,66.67
Master Yi,Ezreal,Pantheon,3,2,66.67
Xin Zhao,Morgana,Poppy,2,0,0.0
Rengar,Senna,Tahm Kench,4,0,0.0
Trundle,Zeri,Lulu,49,20,40.82
Reksai,Jhin,Seraphine,3,0,0.0
Kindred,Ezreal,Pyke,16,14,87.5
Amumu,Kaisa,Nautilus,6,4,66.67
Trundle,Varus,Braum,6,2,33.33
Kayn,Twitch,Taric,6,2,33.33
Ivern,Xayah,Rakan,8,7,87.5
Ekko,Mel,Nautilus,6,2,33.33
Gwen,Vayne,Rell,1,1,100.0
Reksai,Twitch,Pyke,1,0,0.0
KhaZix,Tristana,Taric,6,5,83.33
Jarvan IV,Yunara,Braum,26,12,46.15
Zed,Karthus,Nami,3,1,33.33
Volibear,Senna,Rakan,4,3,75.0
Poppy,Ashe,Anivia,3,0,0.0
Wukong,Syndra,Karma,4,3,75.0
Kayn,Xayah,Sona,3,0,0.0
Xin Zhao,Tristana,Elise,4,4,100.0
Nunu & Willump,Twitch,Brand,3,3,100.0
Briar,Ezreal,Nautilus,1,0,0.0
Karthus,Miss Fortune,Thresh,4,0,0.0
Zyra,Taliyah,Alistar,2,0,0.0
Karthus,Sivir,Blitzcrank,4,2,50.0
Belveth,Ekko,Alistar,2,2,100.0
Xin Zhao,Smolder,Soraka,15,7,46.67
KhaZix,Jinx,Taric,1,0,0.0
Graves,Varus,Poppy,2,1,50.0
Ekko,Caitlyn,Morgana,12,6,50.0
Talon,Varus,Sona,8,3,37.5
Ivern,Vayne,Soraka,2,0,0.0
Shaco,Samira,Nautilus,4,2,50.0
Teemo,Samira,Taric,1,0,0.0
Udyr,Seraphine,Swain,1,1,100.0
Yorick,Sivir,Sona,1,0,0.0
Talon,Urgot,Senna,1,1,100.0
Qiyana,Caitlyn,Sona,2,2,100.0
Ekko,Jhin,Yuumi,2,0,0.0
Volibear,Lux,Alistar,1,1,100.0
Volibear,Nilah,Thresh,4,0,0.0
Taliyah,Senna,Sona,2,2,100.0
Master Yi,Samira,Thresh,3,2,66.67
Volibear,Tristana,Elise,1,1,100.0
Pantheon,Senna,Leona,19,12,63.16
Naafiri,Smolder,Trundle,1,1,100.0
Warwick,Senna,Bard,3,3,100.0
Udyr,Draven,Janna,2,1,50.0
Udyr,Draven,Senna,1,1,100.0
Pantheon,Caitlyn,Brand,1,0,0.0
Gwen,Swain,Bard,1,1,100.0
Talon,Viktor,Alistar,1,1,100.0
Zac,Samira,Sylas,2,0,0.0
Diana,Irelia,Nautilus,2,0,0.0
Udyr,Aphelios,Janna,4,3,75.0
Ekko,Irelia,Rakan,1,1,100.0
Gwen,Aphelios,Bard,3,0,0.0
Reksai,Smolder,Sona,4,1,25.0
Shaco,Mel,Elise,5,5,100.0
Rengar,Syndra,Thresh,1,1,100.0
Graves,Zyra,Karma,2,0,0.0
Hecarim,Varus,Thresh,2,2,100.0
Hecarim,Syndra,Pantheon,1,0,0.0
Vi,Smolder,Anivia,2,1,50.0
Udyr,Tristana,Nidalee,1,0,0.0
Trundle,Smolder,Milio,5,2,40.0
Kindred,Caitlyn,Bard,9,8,88.89
Poppy,Tristana,Zyra,1,0,0.0
Udyr,Corki,Rakan,6,1,16.67
Jarvan IV,Morgana,Lux,1,1,100.0
Jax,Seraphine,Soraka,1,1,100.0
Xin Zhao,Morgana,Neeko,1,0,0.0
Volibear,Corki,Janna,8,8,100.0
Jarvan IV,Miss Fortune,Poppy,15,13,86.67
KhaZix,Zyra,Trundle,1,1,100.0
Shen,Jinx,Braum,1,0,0.0
Hecarim,Seraphine,Morgana,1,1,100.0
Jarvan IV,Xayah,Janna,4,0,0.0
Lee Sin,Samira,Morgana,2,2,100.0
Zed,Aurelion Sol,Nami,8,1,12.5
Lee Sin,Swain,Bard,6,6,100.0
Talon,Jhin,Senna,10,3,30.0
Rengar,Mel,Nami,15,5,33.33
Volibear,Xayah,Nidalee,2,2,100.0
KhaZix,Twitch,Gragas,2,2,100.0
Ekko,Varus,Lulu,9,1,11.11
Viego,VelKoz,Bard,4,1,25.0
Qiyana,Aphelios,Janna,1,1,100.0
Corki,Seraphine,Sona,1,0,0.0
Kayn,Corki,Janna,1,1,100.0
Ivern,Tristana,Lulu,3,2,66.67
Talon,Lucian,Senna,2,0,0.0
Gwen,Aphelios,Anivia,2,2,100.0
Volibear,Sivir,Sona,4,3,75.0
Vi,Tristana,Fiddlesticks,4,0,0.0
Hecarim,Jhin,Yuumi,5,0,0.0
Nidalee,Kaisa,Nautilus,58,36,62.07
Hecarim,Zeri,VelKoz,1,0,0.0
Kindred,Zyra,Nautilus,1,0,0.0
Rammus,Lucian,Pyke,1,1,100.0
Elise,Sivir,Nami,1,1,100.0
Pantheon,Varus,Zyra,2,1,50.0
Sejuani,Mel,Lux,1,1,100.0
Zeri,Kaisa,Nautilus,1,1,100.0
Hecarim,Draven,Pantheon,1,0,0.0
Graves,Twitch,Nami,2,1,50.0
Evelynn,Xayah,Pyke,2,1,50.0
Pantheon,Senna,Nami,10,6,60.0
Ekko,Jhin,Galio,3,3,100.0
Belveth,Kindred,Bard,2,1,50.0
Poppy,Samira,Nautilus,2,0,0.0
Sejuani,Ziggs,Nautilus,4,3,75.0
Hecarim,Twitch,Soraka,3,2,66.67
Rammus,Senna,Maokai,2,0,0.0
Jarvan IV,Jinx,Sona,16,2,12.5
Nocturne,Ashe,Alistar,16,9,56.25
Pantheon,Twitch,Maokai,3,0,0.0
Wukong,Corki,Swain,3,0,0.0
Viego,Mel,Sona,1,1,100.0
Gwen,Tristana,Maokai,1,0,0.0
Poppy,Aphelios,Nami,3,2,66.67
Pantheon,Aphelios,Blitzcrank,14,11,78.57
Trundle,Ezreal,Nami,24,11,45.83
Belveth,Hwei,Karma,3,0,0.0
Ekko,Ezreal,Galio,2,2,100.0
Lee Sin,Viego,Nautilus,2,2,100.0
Volibear,Zeri,Rell,3,1,33.33
Nunu & Willump,Zeri,Xerath,2,0,0.0
Lee Sin,Senna,Janna,14,9,64.29
Kayn,Sivir,Neeko,2,1,50.0
Rengar,Mel,Soraka,4,2,50.0
Shen,Zeri,Lulu,1,0,0.0
Hecarim,Smolder,Rell,8,2,25.0
Poppy,Lucian,Nautilus,6,1,16.67
Dr. Mundo,Lucian,Rell,5,1,20.0
Ekko,Ashe,Leona,1,0,0.0
Pantheon,Smolder,Elise,5,1,20.0
Shaco,Senna,Thresh,3,2,66.67
Lillia,Corki,Rell,5,4,80.0
Volibear,Aphelios,Braum,13,11,84.62
Trundle,Samira,Rell,3,0,0.0
Nunu & Willump,Xayah,Poppy,3,3,100.0
Lee Sin,Ashe,Neeko,15,13,86.67
Teemo,Tristana,Pyke,3,0,0.0
Ivern,Twitch,Leona,4,3,75.0
KhaZix,Miss Fortune,Nautilus,2,0,0.0
Kindred,Zeri,Rakan,2,2,100.0
Lee Sin,Kalista,Neeko,18,7,38.89
Viego,Kled,Zac,2,0,0.0
Ekko,Lux,Pantheon,2,2,100.0
Elise,KogMaw,Soraka,1,0,0.0
Volibear,Jhin,Leona,14,14,100.0
KhaZix,Ezreal,Zoe,1,1,100.0
Master Yi,Soraka,Rakan,1,0,0.0
Taliyah,Tristana,Sona,2,0,0.0
Pantheon,Corki,Rakan,13,4,30.77
Talon,Jhin,Bard,28,9,32.14
Briar,Lux,Blitzcrank,2,2,100.0
Graves,Senna,Rakan,1,1,100.0
Diana,Twitch,VelKoz,4,3,75.0
Vi,Aphelios,Rakan,15,2,13.33
Olaf,Kaisa,Lulu,1,1,100.0
Kayn,Syndra,Rakan,1,1,100.0
Poppy,Varus,Braum,5,5,100.0
Viego,Samira,Rell,21,11,52.38
Ivern,Varus,Milio,2,1,50.0
Naafiri,Caitlyn,Sona,9,1,11.11
Wukong,Aphelios,Rakan,2,2,100.0
Lee Sin,Jhin,Xerath,18,10,55.56
Nocturne,Twitch,Janna,2,0,0.0
Viego,Mel,Rakan,16,7,43.75
Viego,Kalista,Wukong,1,0,0.0
Rengar,Kaisa,Rakan,11,3,27.27
Belveth,Gwen,Lulu,1,1,100.0
Naafiri,Jinx,Poppy,3,2,66.67
Zac,Jhin,Lulu,1,1,100.0
Viego,Miss Fortune,Lulu,10,8,80.0
Viego,KogMaw,Rell,18,5,27.78
Kindred,Aphelios,Poppy,2,1,50.0
Xin Zhao,Aurora,Janna,2,2,100.0
Volibear,Tristana,Alistar,3,2,66.67
Rammus,Swain,Bard,1,1,100.0
Lee Sin,Swain,Rell,3,2,66.67
Qiyana,KogMaw,Thresh,1,1,100.0
Volibear,Zeri,VelKoz,1,1,100.0
Evelynn,Miss Fortune,Poppy,1,1,100.0
Jarvan IV,Samira,Rakan,1,0,0.0
KhaZix,Zeri,Alistar,2,2,100.0
Talon,Kaisa,Rell,42,34,80.95
Naafiri,Draven,Sona,2,2,100.0
Graves,Twitch,Kennen,1,0,0.0
Graves,Lucian,Rell,1,1,100.0
Viego,Varus,Janna,20,4,20.0
Briar,Vayne,Yuumi,1,0,0.0
Nunu & Willump,Smolder,Rakan,6,2,33.33
Reksai,Twitch,Neeko,1,1,100.0
Reksai,Hwei,Renata,1,0,0.0
Rengar,Ezreal,Alistar,12,4,33.33
Gwen,Senna,Seraphine,1,0,0.0
Kindred,Hwei,Rell,3,1,33.33
Elise,Tristana,KSante,1,0,0.0
Kindred,Amumu,Neeko,1,0,0.0
Lillia,Tristana,Bard,2,2,100.0
Ambessa,Sivir,Leona,3,3,100.0
Jarvan IV,Mel,Sona,4,0,0.0
Gwen,Jhin,Amumu,3,0,0.0
Rumble,Kaisa,Karma,2,0,0.0
Pantheon,Lux,Sona,5,4,80.0
Belveth,Draven,Sylas,4,1,25.0
Hecarim,Yunara,Poppy,2,2,100.0
Udyr,Zyra,Senna,3,3,100.0
Hecarim,Yunara,Lulu,14,7,50.0
Diana,Varus,Sona,8,1,12.5
Talon,Jhin,Kassadin,5,5,100.0
Taliyah,Smolder,Soraka,4,0,0.0
Gragas,Yasuo,Karma,4,4,100.0
Master Yi,Kaisa,Braum,12,4,33.33
Darius,Lucian,Annie,2,0,0.0
Gwen,Corki,Leona,1,1,100.0
Tryndamere,Lissandra,Senna,1,0,0.0
Volibear,Vayne,Alistar,2,0,0.0
Corki,Sivir,Pyke,1,1,100.0
Ambessa,Tristana,Lulu,1,0,0.0
Talon,Sivir,Neeko,1,0,0.0
Skarner,Jhin,Nautilus,9,3,33.33
Lillia,Lucian,Tahm Kench,3,0,0.0
Trundle,Sivir,Rakan,1,0,0.0
Lee Sin,Yunara,Braum,19,9,47.37
Ekko,Aphelios,Taric,6,0,0.0
Qiyana,Yunara,Bard,4,4,100.0
Zyra,Draven,Sona,2,0,0.0
Zyra,Veigar,Sona,1,1,100.0
Volibear,Miss Fortune,Soraka,6,5,83.33
Naafiri,Yasuo,Bard,5,3,60.0
Diana,Jinx,Lulu,32,23,71.88
Jarvan IV,Sivir,Xerath,3,0,0.0
Kayn,Tristana,Pyke,5,4,80.0
Karthus,Jhin,Leona,3,2,66.67
Viego,Smolder,Sona,15,12,80.0
Viego,Lux,Zilean,7,2,28.57
Aatrox,Kaisa,Bard,2,2,100.0
Poppy,Kaisa,Sion,1,1,100.0
Shaco,Kaisa,Taric,4,2,50.0
Reksai,Ahri,Mel,1,0,0.0
Evelynn,Sivir,Sona,3,3,100.0
Qiyana,Mel,Bard,2,2,100.0
Jarvan IV,Lux,Bard,5,3,60.0
Morgana,Varus,Karma,1,1,100.0
Olaf,Lucian,Nami,19,11,57.89
Wukong,Caitlyn,Morgana,8,6,75.0
Poppy,Sivir,Nami,8,3,37.5
Rengar,Jhin,Sona,11,1,9.09
Lillia,Lucian,Sona,4,2,50.0
Lee Sin,Ezreal,Leona,36,16,44.44
Lee Sin,Corki,Taric,2,2,100.0
Talon,Tristana,Sona,2,1,50.0
Zac,Ezreal,Sona,4,3,75.0
Pantheon,Tristana,Anivia,1,1,100.0
Udyr,Kaisa,Sona,8,3,37.5
Talon,Senna,Nami,7,3,42.86
KhaZix,Ezreal,Brand,3,3,100.0
Zyra,Kaisa,Alistar,4,0,0.0
Vi,Vayne,Bard,4,4,100.0
Reksai,Lux,Nautilus,1,0,0.0
Morgana,Jhin,Rell,2,2,100.0
Taliyah,Senna,Dr. Mundo,2,0,0.0
Diana,Yunara,Sona,2,2,100.0
Belveth,Ezreal,Zoe,2,0,0.0
Gwen,Kaisa,Bard,21,14,66.67
Ekko,Lux,Teemo,7,0,0.0
Volibear,Nilah,Sona,4,1,25.0
Zyra,Yunara,Lulu,2,0,0.0
Zyra,Lucian,Karma,2,0,0.0
Zyra,Miss Fortune,Blitzcrank,1,0,0.0
Hecarim,Tristana,Nami,6,5,83.33
Malphite,Ezreal,Sona,1,1,100.0
Morgana,Miss Fortune,Karma,1,1,100.0
Ekko,Yasuo,Sona,1,1,100.0
Taliyah,Jhin,Sona,3,2,66.67
Mordekaiser,Smolder,Rell,3,3,100.0
Ivern,Ziggs,Nautilus,4,0,0.0
Wukong,Sivir,Senna,2,2,100.0
Graves,Xayah,Taric,2,0,0.0
Zed,Varus,Sona,10,1,10.0
Lee Sin,Twitch,Teemo,3,3,100.0
Nunu & Willump,Lucian,Maokai,2,1,50.0
KhaZix,Twitch,Nami,4,2,50.0
Fiddlesticks,Ezreal,Pyke,2,1,50.0
Elise,Nilah,Senna,5,4,80.0
Poppy,Aphelios,Renata,2,2,100.0
Evelynn,Corki,Janna,3,0,0.0
Kindred,Senna,Blitzcrank,3,3,100.0
Nunu & Willump,Zeri,Rakan,2,0,0.0
Viego,Aphelios,Braum,11,3,27.27
Taliyah,Zeri,Nautilus,3,0,0.0
Zed,Jhin,Thresh,8,2,25.0
Belveth,Jhin,Bard,10,5,50.0
Jax,Lucian,Nautilus,8,2,25.0
Rammus,Corki,Braum,2,0,0.0
Viego,Veigar,Nautilus,2,2,100.0
Ekko,Aurora,Nautilus,1,0,0.0
Talon,Viktor,Soraka,1,0,0.0
Karthus,Caitlyn,Annie,1,1,100.0
Vi,Mel,Bard,3,2,66.67
Qiyana,Tristana,Nami,1,0,0.0
Zac,Zeri,Elise,1,0,0.0
Qiyana,Jinx,Rakan,1,1,100.0
KhaZix,Aphelios,Milio,14,6,42.86
Taliyah,Swain,Senna,4,0,0.0
Viego,Jhin,Camille,1,1,100.0
Nocturne,Ashe,Seraphine,6,0,0.0
Udyr,Miss Fortune,Nautilus,12,6,50.0
Nunu & Willump,Zeri,Rell,1,1,100.0
Naafiri,Sivir,Senna,3,0,0.0
Elise,Tristana,Rakan,5,2,40.0
Hecarim,Veigar,Maokai,1,1,100.0
Qiyana,Lucian,Twitch,1,0,0.0
Lee Sin,Varus,Mel,5,2,40.0
Qiyana,Corki,Maokai,2,0,0.0
Volibear,Twitch,Shaco,1,1,100.0
Tryndamere,Yunara,Milio,1,1,100.0
Pantheon,Miss Fortune,Braum,11,4,36.36
Lee Sin,Zeri,Bard,9,4,44.44
Dr. Mundo,Senna,Shen,2,0,0.0
Evelynn,Tristana,Lux,2,2,100.0
Naafiri,Ezreal,Poppy,6,4,66.67
Xin Zhao,Kalista,Milio,1,0,0.0
Skarner,Varus,Thresh,5,0,0.0
Jarvan IV,Ashe,Renata,4,1,25.0
Diana,Twitch,Lulu,18,4,22.22
Jarvan IV,Swain,Mel,2,0,0.0
Poppy,Aphelios,Leona,5,5,100.0
Nunu & Willump,Sivir,Yuumi,5,1,20.0
Belveth,Zyra,Sona,3,2,66.67
Kayn,Mel,Zilean,10,0,0.0
Trundle,Yunara,Braum,39,26,66.67
Nocturne,Vayne,Seraphine,2,0,0.0
Ivern,Corki,Nautilus,18,8,44.44
Belveth,Aphelios,Rell,6,3,50.0
Zed,KogMaw,Renata,3,0,0.0
Viego,Yunara,Braum,40,28,70.0
Kayn,Jinx,Nami,10,7,70.0
Nocturne,Jinx,Soraka,4,1,25.0
Jax,Aphelios,Teemo,3,3,100.0
Master Yi,Caitlyn,Nidalee,3,0,0.0
Sejuani,Kaisa,Nautilus,7,1,14.29
Nunu & Willump,KogMaw,Soraka,5,5,100.0
Sylas,Yunara,Lulu,4,0,0.0
Elise,Tristana,Alistar,3,3,100.0
Viego,Yasuo,Teemo,2,0,0.0
Nunu & Willump,Aphelios,Sona,3,3,100.0
Shaco,Tristana,Karma,5,3,60.0
Volibear,Lucian,Karma,10,5,50.0
Lillia,Miss Fortune,Teemo,2,2,100.0
Viego,Caitlyn,Neeko,10,9,90.0
Volibear,Miss Fortune,Lulu,3,3,100.0
Reksai,Kaisa,Nautilus,6,4,66.67
Talon,Mel,Leona,1,1,100.0
Nidalee,Xerath,Alistar,1,0,0.0
Kindred,Miss Fortune,Nautilus,7,1,14.29
Lee Sin,Caitlyn,Nidalee,2,2,100.0
Hecarim,KogMaw,Sona,2,2,100.0
Ekko,Kalista,Morgana,1,0,0.0
Diana,Ezreal,Rell,16,6,37.5
Master Yi,Yunara,Alistar,22,3,13.64
Poppy,Ziggs,Teemo,1,1,100.0
Volibear,Yunara,Elise,1,0,0.0
Ekko,Vladimir,Nami,3,3,100.0
Rammus,Kalista,Pyke,1,1,100.0
Lee Sin,Ziggs,Rell,5,1,20.0
Nunu & Willump,Varus,Sona,5,5,100.0
Reksai,Sivir,Karma,4,3,75.0
Ivern,Xayah,Poppy,3,1,33.33
Nocturne,Smolder,Zilean,14,2,14.29
Skarner,Yasuo,Rell,2,2,100.0
Gwen,Jhin,Mel,2,0,0.0
Naafiri,Aphelios,Lulu,9,4,44.44
Lee Sin,Kaisa,Shen,4,2,50.0
Zed,Smolder,Soraka,3,0,0.0
Xin Zhao,Vayne,Renata,3,0,0.0
Zed,Sivir,Lulu,25,5,20.0
Viego,Ezreal,Nidalee,2,1,50.0
Graves,Lucian,Bard,4,1,25.0
Volibear,Swain,Nami,2,0,0.0
Volibear,Aphelios,Rell,7,4,57.14
Vi,Tristana,Yuumi,2,0,0.0
Jax,Miss Fortune,Leona,2,2,100.0
Volibear,Sivir,Senna,3,0,0.0
Reksai,Ezreal,Alistar,6,4,66.67
Ivern,Kaisa,Thresh,4,2,50.0
Viego,Caitlyn,Pantheon,2,0,0.0
Gwen,Hwei,Tahm Kench,2,2,100.0
Skarner,Senna,Rakan,2,2,100.0
Fiddlesticks,Zeri,Bard,3,0,0.0
KhaZix,Aphelios,Braum,13,10,76.92
KhaZix,Jinx,Pyke,1,1,100.0
Nunu & Willump,Smolder,Janna,2,1,50.0
Kayn,Varus,Soraka,10,3,30.0
Karthus,Kalista,Trundle,1,1,100.0
Lee Sin,Jinx,Thresh,28,13,46.43
Ekko,Smolder,Janna,10,9,90.0
Ambessa,Aphelios,Bard,2,2,100.0
KhaZix,Lux,Nautilus,2,1,50.0
Poppy,Vayne,Thresh,1,0,0.0
Fiddlesticks,Varus,Thresh,6,1,16.67
Kayn,Jhin,Heimerdinger,3,3,100.0
Morgana,Yunara,Braum,1,1,100.0
Udyr,Caitlyn,Janna,13,7,53.85
Briar,Smolder,Leona,4,4,100.0
KhaZix,Ezreal,Blitzcrank,2,2,100.0
Naafiri,Miss Fortune,Soraka,2,0,0.0
Nocturne,Cassiopeia,Rakan,2,2,100.0
Lillia,Aphelios,Zoe,1,0,0.0
Naafiri,Lucian,Teemo,1,1,100.0
Nidalee,Jhin,Nautilus,34,18,52.94
Ambessa,Yunara,Bard,6,6,100.0
Poppy,Smolder,Swain,3,3,100.0
Jax,Yunara,Alistar,20,8,40.0
Evelynn,Yunara,Alistar,3,2,66.67
Jarvan IV,Yasuo,Lulu,2,2,100.0
Ambessa,Yunara,Soraka,2,0,0.0
Udyr,Miss Fortune,Rakan,2,0,0.0
Kindred,Tristana,Braum,11,5,45.45
Nunu & Willump,Corki,Rakan,2,1,50.0
Ekko,Varus,Rakan,17,13,76.47
Zyra,Lux,Nami,1,0,0.0
Ambessa,Yunara,Sona,1,1,100.0
Ambessa,Jinx,Pyke,2,1,50.0
Zyra,Jhin,Janna,1,0,0.0
Nidalee,Vayne,Sona,3,0,0.0
Dr. Mundo,Seraphine,Rell,2,0,0.0
Viego,Varus,Blitzcrank,18,17,94.44
KhaZix,Lux,Yuumi,4,0,0.0
Ivern,Tristana,Seraphine,2,0,0.0
Dr. Mundo,Sivir,Nautilus,2,2,100.0
Kindred,Corki,Thresh,3,3,100.0
Udyr,Tristana,Bard,6,1,16.67
Gragas,Aphelios,Morgana,2,2,100.0
Trundle,Swain,Nami,1,1,100.0
Gwen,Zyra,Lulu,1,0,0.0
Karthus,Smolder,Soraka,5,2,40.0
Viego,Kaisa,Sona,20,8,40.0
Gragas,Jhin,Pyke,4,2,50.0
Elise,Ezreal,Renata,3,2,66.67
Pantheon,Aphelios,Pyke,11,8,72.73
Belveth,Tristana,Braum,3,2,66.67
Poppy,Ashe,Soraka,1,1,100.0
Naafiri,Jinx,Karma,10,4,40.0
KhaZix,Aphelios,Karma,6,2,33.33
Ekko,Yunara,Lulu,41,17,41.46
Nidalee,Jinx,Camille,1,0,0.0
Lee Sin,Lucian,Nautilus,21,11,52.38
Kindred,Jhin,Neeko,7,4,57.14
Viego,Ashe,Nautilus,28,13,46.43
Jax,Ezreal,Karma,16,9,56.25
KhaZix,KogMaw,Nami,3,2,66.67
Zed,Sivir,Zilean,1,0,0.0
Hecarim,Xayah,Bard,4,1,25.0
Trundle,Kaisa,Fiddlesticks,6,2,33.33
Pantheon,Tristana,Morgana,4,4,100.0
Nunu & Willump,Vayne,Sona,3,2,66.67
Viego,Caitlyn,Shaco,1,0,0.0
Lee Sin,Twitch,Braum,7,5,71.43
Fiddlesticks,Jinx,Rell,1,1,100.0
Rumble,Ashe,Seraphine,1,1,100.0
Rengar,Twitch,Swain,1,0,0.0
Graves,Lucian,Sona,4,1,25.0
Zyra,Twitch,Rakan,1,1,100.0
Ekko,Tristana,Braum,6,4,66.67
Zed,Zeri,Nautilus,11,3,27.27
Trundle,Tristana,Thresh,10,8,80.0
Lee Sin,Kalista,Sett,1,0,0.0
Ekko,Tristana,Zilean,2,2,100.0
Dr. Mundo,Aphelios,Pyke,3,0,0.0
Lillia,Tristana,Karthus,1,1,100.0
Jarvan IV,Lucian,Karma,17,11,64.71
Lee Sin,Twitch,Zyra,1,1,100.0
Rengar,Ashe,Braum,9,4,44.44
Nidalee,Jax,Senna,2,2,100.0
Kindred,Karthus,Nautilus,3,1,33.33
Karthus,Zeri,Poppy,1,1,100.0
Lee Sin,Vayne,Leona,3,1,33.33
Shyvana,Miss Fortune,Poppy,2,2,100.0
Wukong,Xerath,Seraphine,2,0,0.0
Nocturne,Zyra,Pyke,3,2,66.67
KhaZix,Jinx,Leona,2,1,50.0
Zed,Mel,Braum,2,1,50.0
Kindred,Varus,Rakan,3,3,100.0
Darius,Ezreal,Renata,2,0,0.0
Hecarim,Miss Fortune,Senna,13,4,30.77
Urgot,Jhin,Bard,1,1,100.0
Gwen,Varus,Karma,1,0,0.0
Lee Sin,Swain,Janna,2,2,100.0
Pantheon,Ashe,Sona,3,2,66.67
Graves,Draven,Yuumi,1,0,0.0
Jarvan IV,Caitlyn,Janna,4,1,25.0
Viego,Kaisa,Nami,31,14,45.16
Lillia,Draven,Lulu,4,3,75.0
Ivern,Xayah,Nautilus,5,2,40.0
Gwen,Zeri,Yuumi,6,0,0.0
Talon,Zeri,Maokai,1,1,100.0
Talon,Vayne,Neeko,3,3,100.0
Urgot,Tristana,Mel,1,1,100.0
Naafiri,Ziggs,Senna,6,0,0.0
Kindred,Seraphine,Zilean,2,1,50.0
Ekko,Varus,Fiddlesticks,3,0,0.0
Heimerdinger,Lucian,Braum,3,0,0.0
Shyvana,Senna,Alistar,7,2,28.57
Nunu & Willump,Ezreal,Seraphine,6,3,50.0
Hecarim,Caitlyn,Zyra,4,1,25.0
Volibear,Tristana,Orianna,1,0,0.0
Belveth,Aphelios,Milio,5,1,20.0
Dr. Mundo,Draven,Zyra,3,3,100.0
Hecarim,Swain,Leona,1,0,0.0
Taliyah,Tristana,Pantheon,1,1,100.0
Pantheon,Draven,Elise,6,2,33.33
Rengar,Xayah,Rakan,15,10,66.67
Nocturne,Samira,Thresh,1,1,100.0
Nidalee,Varus,Blitzcrank,4,3,75.0
Hecarim,Varus,Milio,14,0,0.0
Ekko,Jinx,Rell,5,3,60.0
Hecarim,Draven,Pyke,6,1,16.67
Zac,Sivir,Zilean,1,0,0.0
Nocturne,Vayne,Sylas,1,1,100.0
Volibear,Varus,Rell,14,13,92.86
Jarvan IV,Jhin,Senna,3,3,100.0
Rengar,Varus,Braum,6,5,83.33
Lee Sin,Xayah,Senna,2,0,0.0
Master Yi,Xayah,Blitzcrank,3,3,100.0
Master Yi,Vayne,Galio,1,0,0.0
Naafiri,Lucian,Poppy,6,3,50.0
Karthus,Lucian,Wukong,1,1,100.0
Shaco,Syndra,Pyke,1,0,0.0
Mordekaiser,Jhin,Bard,1,1,100.0
Elise,Sivir,Teemo,1,0,0.0
KhaZix,Miss Fortune,Blitzcrank,2,2,100.0
Ivern,Senna,Rakan,1,1,100.0
Zed,Volibear,Sylas,1,0,0.0
Kindred,Corki,Soraka,10,8,80.0
Olaf,Senna,Sona,1,0,0.0
Zed,Zeri,Braum,6,5,83.33
Corki,Smolder,Nautilus,1,0,0.0
Nunu & Willump,Smolder,Elise,1,1,100.0
Naafiri,Sivir,Seraphine,2,0,0.0
Viego,Yunara,Milio,19,6,31.58
Lee Sin,Nilah,Nidalee,2,2,100.0
Naafiri,Swain,Rell,1,0,0.0
Rengar,Miss Fortune,Karma,4,3,75.0
Rammus,VelKoz,Karma,1,1,100.0
Wukong,Tristana,Karma,4,1,25.0
Kindred,Tristana,Rell,13,8,61.54
Gwen,Aphelios,Karma,2,2,100.0
Ekko,Kaisa,Neeko,22,3,13.64
Trundle,Corki,Rell,24,12,50.0
Lee Sin,Lucian,Blitzcrank,5,4,80.0
Kayn,Zeri,Karma,6,5,83.33
Talon,Lucian,Heimerdinger,2,0,0.0
Jarvan IV,Zeri,Renata,1,0,0.0
Shen,Caitlyn,Zyra,1,0,0.0
Dr. Mundo,Briar,Alistar,1,0,0.0
Evelynn,Nunu & Willump,Karma,1,1,100.0
